"","sim","N"
"2222","Weak Noise Approximation (theory)",9940.95795665149
"2223","Weak Noise Approximation (theory)",10020.4522733888
"2224","Weak Noise Approximation (theory)",10207.5596914858
"2225","Weak Noise Approximation (theory)",10191.1882708243
"2226","Weak Noise Approximation (theory)",10161.6381091912
"2227","Weak Noise Approximation (theory)",9824.44200407496
"2228","Weak Noise Approximation (theory)",9967.5799765442
"2229","Weak Noise Approximation (theory)",10198.448042545
"2230","Weak Noise Approximation (theory)",10118.1597056005
"2231","Weak Noise Approximation (theory)",9734.25642818242
"2232","Weak Noise Approximation (theory)",9934.07717638617
"2233","Weak Noise Approximation (theory)",9967.49947335235
"2234","Weak Noise Approximation (theory)",9973.4837227001
"2235","Weak Noise Approximation (theory)",10073.615980698
"2236","Weak Noise Approximation (theory)",10129.1424424143
"2237","Weak Noise Approximation (theory)",10004.5220326022
"2238","Weak Noise Approximation (theory)",10312.3938367422
"2239","Weak Noise Approximation (theory)",10138.9895807928
"2240","Weak Noise Approximation (theory)",9983.55952754785
"2241","Weak Noise Approximation (theory)",9997.97606175909
"2242","Weak Noise Approximation (theory)",10252.9167734564
"2243","Weak Noise Approximation (theory)",10191.2260243686
"2244","Weak Noise Approximation (theory)",9875.44755735716
"2245","Weak Noise Approximation (theory)",10103.2586459739
"2246","Weak Noise Approximation (theory)",10120.9798312041
"2247","Weak Noise Approximation (theory)",9946.40217442047
"2248","Weak Noise Approximation (theory)",10100.7613635506
"2249","Weak Noise Approximation (theory)",10058.7492383727
"2250","Weak Noise Approximation (theory)",9949.28752562186
"2251","Weak Noise Approximation (theory)",10074.012634986
"2252","Weak Noise Approximation (theory)",10126.5779558703
"2253","Weak Noise Approximation (theory)",9927.36044702998
"2254","Weak Noise Approximation (theory)",10134.751765955
"2255","Weak Noise Approximation (theory)",9978.03803134875
"2256","Weak Noise Approximation (theory)",10092.4118611949
"2257","Weak Noise Approximation (theory)",10050.226510507
"2258","Weak Noise Approximation (theory)",10018.0579125999
"2259","Weak Noise Approximation (theory)",9907.15717916952
"2260","Weak Noise Approximation (theory)",9991.56346198031
"2261","Weak Noise Approximation (theory)",10201.5343790234
"2262","Weak Noise Approximation (theory)",10171.2876375041
"2263","Weak Noise Approximation (theory)",9946.41434424359
"2264","Weak Noise Approximation (theory)",10134.8665510784
"2265","Weak Noise Approximation (theory)",10226.2866288279
"2266","Weak Noise Approximation (theory)",9774.4749911649
"2267","Weak Noise Approximation (theory)",10139.5224373991
"2268","Weak Noise Approximation (theory)",9981.68093991373
"2269","Weak Noise Approximation (theory)",9922.61823267109
"2270","Weak Noise Approximation (theory)",10038.0312454251
"2271","Weak Noise Approximation (theory)",10113.5599185508
"2272","Weak Noise Approximation (theory)",10130.4901736941
"2273","Weak Noise Approximation (theory)",10045.3058866192
"2274","Weak Noise Approximation (theory)",10215.9426037812
"2275","Weak Noise Approximation (theory)",10088.1895165717
"2276","Weak Noise Approximation (theory)",10064.5362920884
"2277","Weak Noise Approximation (theory)",9782.94225317311
"2278","Weak Noise Approximation (theory)",10211.4233164726
"2279","Weak Noise Approximation (theory)",10095.7879433628
"2280","Weak Noise Approximation (theory)",10039.6982941883
"2281","Weak Noise Approximation (theory)",10113.9964705206
"2282","Weak Noise Approximation (theory)",9742.99003551694
"2283","Weak Noise Approximation (theory)",10097.4897551405
"2284","Weak Noise Approximation (theory)",9985.15707123641
"2285","Weak Noise Approximation (theory)",9813.62057650605
"2286","Weak Noise Approximation (theory)",10050.6680363587
"2287","Weak Noise Approximation (theory)",9754.77650822383
"2288","Weak Noise Approximation (theory)",9874.60647541643
"2289","Weak Noise Approximation (theory)",9770.28975091887
"2290","Weak Noise Approximation (theory)",10065.4161493772
"2291","Weak Noise Approximation (theory)",9938.48308653603
"2292","Weak Noise Approximation (theory)",9944.83897665172
"2293","Weak Noise Approximation (theory)",10033.6284492509
"2294","Weak Noise Approximation (theory)",9947.82452405133
"2295","Weak Noise Approximation (theory)",9870.35557219859
"2296","Weak Noise Approximation (theory)",10086.1984781199
"2297","Weak Noise Approximation (theory)",10001.5763064321
"2298","Weak Noise Approximation (theory)",10104.9712965248
"2299","Weak Noise Approximation (theory)",9921.88748165347
"2300","Weak Noise Approximation (theory)",10098.1234073515
"2301","Weak Noise Approximation (theory)",10073.9749127071
"2302","Weak Noise Approximation (theory)",10308.1287247741
"2303","Weak Noise Approximation (theory)",9961.54836284108
"2304","Weak Noise Approximation (theory)",10225.1896582217
"2305","Weak Noise Approximation (theory)",10265.7328734368
"2306","Weak Noise Approximation (theory)",9868.50814276717
"2307","Weak Noise Approximation (theory)",9756.20830104412
"2308","Weak Noise Approximation (theory)",9857.4010040508
"2309","Weak Noise Approximation (theory)",10052.9719709339
"2310","Weak Noise Approximation (theory)",9942.66615496802
"2311","Weak Noise Approximation (theory)",9972.78458400387
"2312","Weak Noise Approximation (theory)",9962.7332404694
"2313","Weak Noise Approximation (theory)",10261.768063301
"2314","Weak Noise Approximation (theory)",10083.5887962441
"2315","Weak Noise Approximation (theory)",10129.6990510967
"2316","Weak Noise Approximation (theory)",10153.9280606016
"2317","Weak Noise Approximation (theory)",10193.8333328823
"2318","Weak Noise Approximation (theory)",10044.9426223997
"2319","Weak Noise Approximation (theory)",10079.3301557573
"2320","Weak Noise Approximation (theory)",10071.9600984692
"2321","Weak Noise Approximation (theory)",9996.0054069301
"2322","Weak Noise Approximation (theory)",9868.87292491868
"2323","Weak Noise Approximation (theory)",9985.1872576416
"2324","Weak Noise Approximation (theory)",9686.26717861782
"2325","Weak Noise Approximation (theory)",10043.1175099467
"2326","Weak Noise Approximation (theory)",9845.61849616217
"2327","Weak Noise Approximation (theory)",9659.17807534216
"2328","Weak Noise Approximation (theory)",9989.29999487347
"2329","Weak Noise Approximation (theory)",9824.59034015799
"2330","Weak Noise Approximation (theory)",10124.5555988646
"2331","Weak Noise Approximation (theory)",9963.53960401945
"2332","Weak Noise Approximation (theory)",10131.3276861653
"2333","Weak Noise Approximation (theory)",9810.5846730578
"2334","Weak Noise Approximation (theory)",10056.1463923831
"2335","Weak Noise Approximation (theory)",10351.2936008942
"2336","Weak Noise Approximation (theory)",9908.92290899066
"2337","Weak Noise Approximation (theory)",10010.9666496593
"2338","Weak Noise Approximation (theory)",9845.54364682992
"2339","Weak Noise Approximation (theory)",9911.14460843975
"2340","Weak Noise Approximation (theory)",10036.0052543167
"2341","Weak Noise Approximation (theory)",10295.505463483
"2342","Weak Noise Approximation (theory)",10323.2785930479
"2343","Weak Noise Approximation (theory)",9933.07444939158
"2344","Weak Noise Approximation (theory)",10174.4092858258
"2345","Weak Noise Approximation (theory)",9834.09207764563
"2346","Weak Noise Approximation (theory)",9833.70449994857
"2347","Weak Noise Approximation (theory)",10044.268209656
"2348","Weak Noise Approximation (theory)",9955.62113737275
"2349","Weak Noise Approximation (theory)",9625.69290037743
"2350","Weak Noise Approximation (theory)",9668.00353356683
"2351","Weak Noise Approximation (theory)",10147.0069523756
"2352","Weak Noise Approximation (theory)",9723.89141117353
"2353","Weak Noise Approximation (theory)",10234.0064346077
"2354","Weak Noise Approximation (theory)",10088.0560599269
"2355","Weak Noise Approximation (theory)",10068.3668145791
"2356","Weak Noise Approximation (theory)",10110.8361446374
"2357","Weak Noise Approximation (theory)",9994.09919402319
"2358","Weak Noise Approximation (theory)",10028.0958160625
"2359","Weak Noise Approximation (theory)",10245.5808660137
"2360","Weak Noise Approximation (theory)",10118.6694394205
"2361","Weak Noise Approximation (theory)",9909.7125702367
"2362","Weak Noise Approximation (theory)",10073.8807238574
"2363","Weak Noise Approximation (theory)",9990.0033833974
"2364","Weak Noise Approximation (theory)",9931.84559486254
"2365","Weak Noise Approximation (theory)",9905.85309103972
"2366","Weak Noise Approximation (theory)",10129.4360128987
"2367","Weak Noise Approximation (theory)",10040.2965819009
"2368","Weak Noise Approximation (theory)",9814.46901064609
"2369","Weak Noise Approximation (theory)",10045.0373429483
"2370","Weak Noise Approximation (theory)",10102.3395792473
"2371","Weak Noise Approximation (theory)",9952.92350260873
"2372","Weak Noise Approximation (theory)",10052.3589102229
"2373","Weak Noise Approximation (theory)",9951.14475314289
"2374","Weak Noise Approximation (theory)",10117.3687123877
"2375","Weak Noise Approximation (theory)",9816.68407294447
"2376","Weak Noise Approximation (theory)",10147.930074109
"2377","Weak Noise Approximation (theory)",9847.25780817963
"2378","Weak Noise Approximation (theory)",10175.3396295962
"2379","Weak Noise Approximation (theory)",10134.6802251141
"2380","Weak Noise Approximation (theory)",9728.45646302718
"2381","Weak Noise Approximation (theory)",10104.1079208794
"2382","Weak Noise Approximation (theory)",10089.9960438922
"2383","Weak Noise Approximation (theory)",9989.70873998297
"2384","Weak Noise Approximation (theory)",9987.26720155454
"2385","Weak Noise Approximation (theory)",9941.98399312211
"2386","Weak Noise Approximation (theory)",9838.52035522909
"2387","Weak Noise Approximation (theory)",9914.43818809974
"2388","Weak Noise Approximation (theory)",9914.49182030399
"2389","Weak Noise Approximation (theory)",9901.45441629774
"2390","Weak Noise Approximation (theory)",9879.31190591761
"2391","Weak Noise Approximation (theory)",10003.5826673523
"2392","Weak Noise Approximation (theory)",9849.58727886806
"2393","Weak Noise Approximation (theory)",9996.48897321618
"2394","Weak Noise Approximation (theory)",9781.92176000533
"2395","Weak Noise Approximation (theory)",10000.0212053573
"2396","Weak Noise Approximation (theory)",9968.90869747061
"2397","Weak Noise Approximation (theory)",9814.27122237758
"2398","Weak Noise Approximation (theory)",10018.810868826
"2399","Weak Noise Approximation (theory)",9846.59970159065
"2400","Weak Noise Approximation (theory)",9803.25809849342
"2401","Weak Noise Approximation (theory)",10048.8063852702
"2402","Weak Noise Approximation (theory)",10114.8473699958
"2403","Weak Noise Approximation (theory)",9642.31895519623
"2404","Weak Noise Approximation (theory)",10087.9225812397
"2405","Weak Noise Approximation (theory)",9986.61464592583
"2406","Weak Noise Approximation (theory)",9786.59797689095
"2407","Weak Noise Approximation (theory)",10008.778622931
"2408","Weak Noise Approximation (theory)",9882.48734891232
"2409","Weak Noise Approximation (theory)",9848.30872981901
"2410","Weak Noise Approximation (theory)",10033.1145422751
"2411","Weak Noise Approximation (theory)",9857.933166454
"2412","Weak Noise Approximation (theory)",9883.01931545596
"2413","Weak Noise Approximation (theory)",9923.59499584226
"2414","Weak Noise Approximation (theory)",9825.5135114237
"2415","Weak Noise Approximation (theory)",9975.93058448842
"2416","Weak Noise Approximation (theory)",9929.28169573639
"2417","Weak Noise Approximation (theory)",10047.9304384008
"2418","Weak Noise Approximation (theory)",10000.6064180567
"2419","Weak Noise Approximation (theory)",9996.70871436645
"2420","Weak Noise Approximation (theory)",9917.19184712917
"2421","Weak Noise Approximation (theory)",9859.03499179731
"2422","Weak Noise Approximation (theory)",10130.9332512773
"2423","Weak Noise Approximation (theory)",10039.6712287984
"2424","Weak Noise Approximation (theory)",9845.30587478797
"2425","Weak Noise Approximation (theory)",9914.80707144687
"2426","Weak Noise Approximation (theory)",9766.93420308868
"2427","Weak Noise Approximation (theory)",9994.83584781443
"2428","Weak Noise Approximation (theory)",9993.84632356531
"2429","Weak Noise Approximation (theory)",9865.8397906049
"2430","Weak Noise Approximation (theory)",9638.36612834829
"2431","Weak Noise Approximation (theory)",9920.30662763686
"2432","Weak Noise Approximation (theory)",10284.0733777936
"2433","Weak Noise Approximation (theory)",9820.56863129074
"2434","Weak Noise Approximation (theory)",9983.2658529475
"2435","Weak Noise Approximation (theory)",10092.451257911
"2436","Weak Noise Approximation (theory)",10228.8035788672
"2437","Weak Noise Approximation (theory)",10177.9768827866
"2438","Weak Noise Approximation (theory)",10112.5952740609
"2439","Weak Noise Approximation (theory)",9742.21389467771
"2440","Weak Noise Approximation (theory)",10017.2898993358
"2441","Weak Noise Approximation (theory)",10177.6240788272
"2442","Weak Noise Approximation (theory)",9921.81818380008
"2443","Weak Noise Approximation (theory)",10222.2088850781
"2444","Weak Noise Approximation (theory)",9939.7880347344
"2445","Weak Noise Approximation (theory)",9736.22419288827
"2446","Weak Noise Approximation (theory)",9816.48238405826
"2447","Weak Noise Approximation (theory)",10033.1300249742
"2448","Weak Noise Approximation (theory)",9899.69203502137
"2449","Weak Noise Approximation (theory)",9912.88613812625
"2450","Weak Noise Approximation (theory)",10004.1824893176
"2451","Weak Noise Approximation (theory)",10092.9336251228
"2452","Weak Noise Approximation (theory)",10231.8310621368
"2453","Weak Noise Approximation (theory)",10085.6491903014
"2454","Weak Noise Approximation (theory)",9913.12336884047
"2455","Weak Noise Approximation (theory)",10002.2842533527
"2456","Weak Noise Approximation (theory)",9935.7900968526
"2457","Weak Noise Approximation (theory)",9962.08163570341
"2458","Weak Noise Approximation (theory)",9883.39516432857
"2459","Weak Noise Approximation (theory)",9936.5802352634
"2460","Weak Noise Approximation (theory)",10067.8624871502
"2461","Weak Noise Approximation (theory)",9812.55766210708
"2462","Weak Noise Approximation (theory)",10114.6341808292
"2463","Weak Noise Approximation (theory)",9779.86360660579
"2464","Weak Noise Approximation (theory)",10145.6540911356
"2465","Weak Noise Approximation (theory)",9816.09089194508
"2466","Weak Noise Approximation (theory)",9966.84679231443
"2467","Weak Noise Approximation (theory)",9755.58450977565
"2468","Weak Noise Approximation (theory)",9911.22269059289
"2469","Weak Noise Approximation (theory)",10069.7192982157
"2470","Weak Noise Approximation (theory)",10112.0843507604
"2471","Weak Noise Approximation (theory)",9875.10529041193
"2472","Weak Noise Approximation (theory)",9762.3902825228
"2473","Weak Noise Approximation (theory)",10130.5064155914
"2474","Weak Noise Approximation (theory)",10090.6156596265
"2475","Weak Noise Approximation (theory)",9892.08855511156
"2476","Weak Noise Approximation (theory)",10131.5175829574
"2477","Weak Noise Approximation (theory)",9867.28668015488
"2478","Weak Noise Approximation (theory)",10091.545315501
"2479","Weak Noise Approximation (theory)",10187.4983098974
"2480","Weak Noise Approximation (theory)",10121.2718500799
"2481","Weak Noise Approximation (theory)",10163.451477413
"2482","Weak Noise Approximation (theory)",10069.4495781439
"2483","Weak Noise Approximation (theory)",9872.27196915838
"2484","Weak Noise Approximation (theory)",10092.4240914684
"2485","Weak Noise Approximation (theory)",10076.9813368337
"2486","Weak Noise Approximation (theory)",10195.4730558231
"2487","Weak Noise Approximation (theory)",10159.2854068644
"2488","Weak Noise Approximation (theory)",10013.3748784391
"2489","Weak Noise Approximation (theory)",9780.69198315599
"2490","Weak Noise Approximation (theory)",9992.36481791477
"2491","Weak Noise Approximation (theory)",10106.6912481489
"2492","Weak Noise Approximation (theory)",9775.43424382553
"2493","Weak Noise Approximation (theory)",10007.3409218365
"2494","Weak Noise Approximation (theory)",9892.49874830514
"2495","Weak Noise Approximation (theory)",10299.7830658373
"2496","Weak Noise Approximation (theory)",10032.4679765239
"2497","Weak Noise Approximation (theory)",10004.6725152931
"2498","Weak Noise Approximation (theory)",10345.9888338278
"2499","Weak Noise Approximation (theory)",9826.20735087229
"2500","Weak Noise Approximation (theory)",10082.8233537095
"2501","Weak Noise Approximation (theory)",10201.4102086993
"2502","Weak Noise Approximation (theory)",9991.29878472838
"2503","Weak Noise Approximation (theory)",9992.50420031318
"2504","Weak Noise Approximation (theory)",9938.14809261414
"2505","Weak Noise Approximation (theory)",10110.0275527693
"2506","Weak Noise Approximation (theory)",9782.64988001462
"2507","Weak Noise Approximation (theory)",9768.04602269092
"2508","Weak Noise Approximation (theory)",10033.9784833365
"2509","Weak Noise Approximation (theory)",9949.89310680649
"2510","Weak Noise Approximation (theory)",10021.7605110962
"2511","Weak Noise Approximation (theory)",9683.3013271162
"2512","Weak Noise Approximation (theory)",9961.5630706541
"2513","Weak Noise Approximation (theory)",9976.82268916398
"2514","Weak Noise Approximation (theory)",10173.4790889739
"2515","Weak Noise Approximation (theory)",9833.84993654299
"2516","Weak Noise Approximation (theory)",10061.3746607673
"2517","Weak Noise Approximation (theory)",9809.90689409539
"2518","Weak Noise Approximation (theory)",9866.40466063708
"2519","Weak Noise Approximation (theory)",10190.2281064076
"2520","Weak Noise Approximation (theory)",9878.53401729686
"2521","Weak Noise Approximation (theory)",10034.7364804997
"2522","Weak Noise Approximation (theory)",9773.76914125026
"2523","Weak Noise Approximation (theory)",10105.7188526429
"2524","Weak Noise Approximation (theory)",10117.7038528854
"2525","Weak Noise Approximation (theory)",10257.2040242961
"2526","Weak Noise Approximation (theory)",9836.18493880515
"2527","Weak Noise Approximation (theory)",9828.41691083908
"2528","Weak Noise Approximation (theory)",9813.49760977672
"2529","Weak Noise Approximation (theory)",9927.76286892847
"2530","Weak Noise Approximation (theory)",9901.32251206334
"2531","Weak Noise Approximation (theory)",9990.30990807837
"2532","Weak Noise Approximation (theory)",9905.39504724468
"2533","Weak Noise Approximation (theory)",10207.3722284823
"2534","Weak Noise Approximation (theory)",10138.3461603843
"2535","Weak Noise Approximation (theory)",9874.26704301141
"2536","Weak Noise Approximation (theory)",10205.5621757113
"2537","Weak Noise Approximation (theory)",9962.24602200806
"2538","Weak Noise Approximation (theory)",10018.4784339903
"2539","Weak Noise Approximation (theory)",9924.22849112311
"2540","Weak Noise Approximation (theory)",10077.7177382517
"2541","Weak Noise Approximation (theory)",10011.5407459857
"2542","Weak Noise Approximation (theory)",10070.1570205011
"2543","Weak Noise Approximation (theory)",9891.85678619277
"2544","Weak Noise Approximation (theory)",10004.6913045277
"2545","Weak Noise Approximation (theory)",10035.0484864042
"2546","Weak Noise Approximation (theory)",9911.8192959893
"2547","Weak Noise Approximation (theory)",10192.2488236659
"2548","Weak Noise Approximation (theory)",10104.8223793026
"2549","Weak Noise Approximation (theory)",10104.0119643001
"2550","Weak Noise Approximation (theory)",10028.1574365288
"2551","Weak Noise Approximation (theory)",9889.43798309744
"2552","Weak Noise Approximation (theory)",9919.38547409094
"2553","Weak Noise Approximation (theory)",9886.6290984323
"2554","Weak Noise Approximation (theory)",9952.39555717961
"2555","Weak Noise Approximation (theory)",10146.4859236419
"2556","Weak Noise Approximation (theory)",9924.25545823687
"2557","Weak Noise Approximation (theory)",10165.0973136683
"2558","Weak Noise Approximation (theory)",10107.7699717349
"2559","Weak Noise Approximation (theory)",9967.85710466818
"2560","Weak Noise Approximation (theory)",9764.42730654047
"2561","Weak Noise Approximation (theory)",9998.43605514295
"2562","Weak Noise Approximation (theory)",10127.1911069009
"2563","Weak Noise Approximation (theory)",9853.96575332157
"2564","Weak Noise Approximation (theory)",9769.48660441527
"2565","Weak Noise Approximation (theory)",9832.53028385459
"2566","Weak Noise Approximation (theory)",9990.77636397814
"2567","Weak Noise Approximation (theory)",10071.275862625
"2568","Weak Noise Approximation (theory)",9850.20633032934
"2569","Weak Noise Approximation (theory)",10077.5643879241
"2570","Weak Noise Approximation (theory)",9994.70569506729
"2571","Weak Noise Approximation (theory)",9953.22224101378
"2572","Weak Noise Approximation (theory)",9988.11482021233
"2573","Weak Noise Approximation (theory)",10014.28729333
"2574","Weak Noise Approximation (theory)",10465.6401086716
"2575","Weak Noise Approximation (theory)",10006.0382085421
"2576","Weak Noise Approximation (theory)",9722.51919161237
"2577","Weak Noise Approximation (theory)",10086.7697181658
"2578","Weak Noise Approximation (theory)",10050.5799925452
"2579","Weak Noise Approximation (theory)",10154.7590137381
"2580","Weak Noise Approximation (theory)",10063.6110138177
"2581","Weak Noise Approximation (theory)",9940.69279386615
"2582","Weak Noise Approximation (theory)",9906.05346337452
"2583","Weak Noise Approximation (theory)",9949.82196487074
"2584","Weak Noise Approximation (theory)",9974.11964714354
"2585","Weak Noise Approximation (theory)",10184.0977293819
"2586","Weak Noise Approximation (theory)",10269.6225105205
"2587","Weak Noise Approximation (theory)",10144.1109045945
"2588","Weak Noise Approximation (theory)",9991.70016933217
"2589","Weak Noise Approximation (theory)",10032.7610940093
"2590","Weak Noise Approximation (theory)",10280.0225954086
"2591","Weak Noise Approximation (theory)",9852.37406178012
"2592","Weak Noise Approximation (theory)",9897.50089952103
"2593","Weak Noise Approximation (theory)",10161.5113609617
"2594","Weak Noise Approximation (theory)",10295.7208608799
"2595","Weak Noise Approximation (theory)",10063.4770850447
"2596","Weak Noise Approximation (theory)",9923.91657167195
"2597","Weak Noise Approximation (theory)",9882.73477553357
"2598","Weak Noise Approximation (theory)",10119.3051648997
"2599","Weak Noise Approximation (theory)",10134.030134117
"2600","Weak Noise Approximation (theory)",10033.5622790418
"2601","Weak Noise Approximation (theory)",9847.49227897688
"2602","Weak Noise Approximation (theory)",9959.59007748854
"2603","Weak Noise Approximation (theory)",9669.63046355482
"2604","Weak Noise Approximation (theory)",9855.27278364022
"2605","Weak Noise Approximation (theory)",9994.17756606779
"2606","Weak Noise Approximation (theory)",9908.4421106608
"2607","Weak Noise Approximation (theory)",10008.9698927813
"2608","Weak Noise Approximation (theory)",9671.70760429709
"2609","Weak Noise Approximation (theory)",9980.86947216266
"2610","Weak Noise Approximation (theory)",10032.918480189
"2611","Weak Noise Approximation (theory)",10200.0031118814
"2612","Weak Noise Approximation (theory)",9843.60698346998
"2613","Weak Noise Approximation (theory)",9805.47605893339
"2614","Weak Noise Approximation (theory)",10139.5311654515
"2615","Weak Noise Approximation (theory)",10013.7419432264
"2616","Weak Noise Approximation (theory)",10058.894926315
"2617","Weak Noise Approximation (theory)",10110.121885608
"2618","Weak Noise Approximation (theory)",9982.6532845806
"2619","Weak Noise Approximation (theory)",9830.21114705007
"2620","Weak Noise Approximation (theory)",9987.16023469438
"2621","Weak Noise Approximation (theory)",10035.9590559821
"2622","Weak Noise Approximation (theory)",9952.69147941873
"2623","Weak Noise Approximation (theory)",10013.448335158
"2624","Weak Noise Approximation (theory)",10093.9857316934
"2625","Weak Noise Approximation (theory)",9924.95101270987
"2626","Weak Noise Approximation (theory)",10110.016661991
"2627","Weak Noise Approximation (theory)",9884.70457551868
"2628","Weak Noise Approximation (theory)",10099.2089342797
"2629","Weak Noise Approximation (theory)",10127.0214451214
"2630","Weak Noise Approximation (theory)",10079.8485009007
"2631","Weak Noise Approximation (theory)",9982.91781848207
"2632","Weak Noise Approximation (theory)",9975.78766825182
"2633","Weak Noise Approximation (theory)",9988.37474284263
"2634","Weak Noise Approximation (theory)",9960.19280835624
"2635","Weak Noise Approximation (theory)",10014.4554529538
"2636","Weak Noise Approximation (theory)",10101.7571553046
"2637","Weak Noise Approximation (theory)",9996.47492507588
"2638","Weak Noise Approximation (theory)",10115.7684195325
"2639","Weak Noise Approximation (theory)",9871.72637866519
"2640","Weak Noise Approximation (theory)",9881.0026195478
"2641","Weak Noise Approximation (theory)",9856.75644455359
"2642","Weak Noise Approximation (theory)",10007.307595852
"2643","Weak Noise Approximation (theory)",9861.73596042984
"2644","Weak Noise Approximation (theory)",9932.0898879627
"2645","Weak Noise Approximation (theory)",10031.3429518244
"2646","Weak Noise Approximation (theory)",10060.7321935167
"2647","Weak Noise Approximation (theory)",9892.5721229213
"2648","Weak Noise Approximation (theory)",10037.5754768131
"2649","Weak Noise Approximation (theory)",10004.2197381453
"2650","Weak Noise Approximation (theory)",9997.16018668204
"2651","Weak Noise Approximation (theory)",10000.4184304529
"2652","Weak Noise Approximation (theory)",9987.57229713431
"2653","Weak Noise Approximation (theory)",10138.6275726888
"2654","Weak Noise Approximation (theory)",9927.91327677218
"2655","Weak Noise Approximation (theory)",10065.5788880375
"2656","Weak Noise Approximation (theory)",10034.3240183867
"2657","Weak Noise Approximation (theory)",10103.8284776632
"2658","Weak Noise Approximation (theory)",9948.13620294415
"2659","Weak Noise Approximation (theory)",10020.1038864209
"2660","Weak Noise Approximation (theory)",10082.1858203998
"2661","Weak Noise Approximation (theory)",10134.4246943794
"2662","Weak Noise Approximation (theory)",9973.18513254471
"2663","Weak Noise Approximation (theory)",10007.6377431994
"2664","Weak Noise Approximation (theory)",10074.0864856104
"2665","Weak Noise Approximation (theory)",10026.3342606274
"2666","Weak Noise Approximation (theory)",10129.4608737734
"2667","Weak Noise Approximation (theory)",10276.0034869466
"2668","Weak Noise Approximation (theory)",10095.0890980051
"2669","Weak Noise Approximation (theory)",9950.51695135448
"2670","Weak Noise Approximation (theory)",9839.1978142576
"2671","Weak Noise Approximation (theory)",9981.45745446864
"2672","Weak Noise Approximation (theory)",10044.926319384
"2673","Weak Noise Approximation (theory)",9837.99105563558
"2674","Weak Noise Approximation (theory)",9966.59512523558
"2675","Weak Noise Approximation (theory)",10065.8952307607
"2676","Weak Noise Approximation (theory)",9759.48189114427
"2677","Weak Noise Approximation (theory)",10168.3813855727
"2678","Weak Noise Approximation (theory)",10133.2342151427
"2679","Weak Noise Approximation (theory)",10116.2737952531
"2680","Weak Noise Approximation (theory)",9943.69576211844
"2681","Weak Noise Approximation (theory)",10344.8541209234
"2682","Weak Noise Approximation (theory)",9980.87768060525
"2683","Weak Noise Approximation (theory)",10196.5756131477
"2684","Weak Noise Approximation (theory)",10251.2106618884
"2685","Weak Noise Approximation (theory)",10138.5326990094
"2686","Weak Noise Approximation (theory)",9927.18623884957
"2687","Weak Noise Approximation (theory)",9989.98499734106
"2688","Weak Noise Approximation (theory)",10093.4708866198
"2689","Weak Noise Approximation (theory)",10063.0126868266
"2690","Weak Noise Approximation (theory)",10022.8084874245
"2691","Weak Noise Approximation (theory)",9950.09293097884
"2692","Weak Noise Approximation (theory)",9736.42854813918
"2693","Weak Noise Approximation (theory)",9907.09311154216
"2694","Weak Noise Approximation (theory)",10025.5918272956
"2695","Weak Noise Approximation (theory)",10034.9145903586
"2696","Weak Noise Approximation (theory)",10096.0499857125
"2697","Weak Noise Approximation (theory)",10131.1184862638
"2698","Weak Noise Approximation (theory)",10173.4535214639
"2699","Weak Noise Approximation (theory)",9926.50316928895
"2700","Weak Noise Approximation (theory)",10023.1571520324
"2701","Weak Noise Approximation (theory)",10195.7183268713
"2702","Weak Noise Approximation (theory)",10073.1877955655
"2703","Weak Noise Approximation (theory)",9811.23322826796
"2704","Weak Noise Approximation (theory)",9912.83497595192
"2705","Weak Noise Approximation (theory)",9905.9129318052
"2706","Weak Noise Approximation (theory)",10012.8013963261
"2707","Weak Noise Approximation (theory)",9825.75763641133
"2708","Weak Noise Approximation (theory)",10239.2043338179
"2709","Weak Noise Approximation (theory)",9995.10936372865
"2710","Weak Noise Approximation (theory)",9972.49707876614
"2711","Weak Noise Approximation (theory)",9964.61060993163
"2712","Weak Noise Approximation (theory)",10220.9160435529
"2713","Weak Noise Approximation (theory)",10109.0702990338
"2714","Weak Noise Approximation (theory)",10177.9248148353
"2715","Weak Noise Approximation (theory)",9873.0166998387
"2716","Weak Noise Approximation (theory)",9953.59501683807
"2717","Weak Noise Approximation (theory)",9870.48184089769
"2718","Weak Noise Approximation (theory)",10117.3125864447
"2719","Weak Noise Approximation (theory)",10007.4783965406
"2720","Weak Noise Approximation (theory)",9934.90840476933
"2721","Weak Noise Approximation (theory)",9752.85447974921
"2722","Weak Noise Approximation (theory)",10099.4359034272
"2723","Weak Noise Approximation (theory)",9933.81632954914
"2724","Weak Noise Approximation (theory)",10097.3585060858
"2725","Weak Noise Approximation (theory)",9902.86287146431
"2726","Weak Noise Approximation (theory)",10054.8850854709
"2727","Weak Noise Approximation (theory)",10126.8738369648
"2728","Weak Noise Approximation (theory)",9915.04370314932
"2729","Weak Noise Approximation (theory)",10036.4431065271
"2730","Weak Noise Approximation (theory)",10137.4082968941
"2731","Weak Noise Approximation (theory)",10083.150248323
"2732","Weak Noise Approximation (theory)",9973.92273083585
"2733","Weak Noise Approximation (theory)",9940.78286702178
"2734","Weak Noise Approximation (theory)",10118.3140277229
"2735","Weak Noise Approximation (theory)",9798.0233582173
"2736","Weak Noise Approximation (theory)",10100.9950318766
"2737","Weak Noise Approximation (theory)",10074.3523562693
"2738","Weak Noise Approximation (theory)",10063.555676479
"2739","Weak Noise Approximation (theory)",9994.93498687111
"2740","Weak Noise Approximation (theory)",9977.25816430741
