"","sim","N"
"608","Exact Stochastic IbM (simulations)",9865
"609","Exact Stochastic IbM (simulations)",10110
"610","Exact Stochastic IbM (simulations)",9915
"611","Exact Stochastic IbM (simulations)",9935
"612","Exact Stochastic IbM (simulations)",10083
"613","Exact Stochastic IbM (simulations)",9775
"614","Exact Stochastic IbM (simulations)",10223
"615","Exact Stochastic IbM (simulations)",9841
"616","Exact Stochastic IbM (simulations)",10158
"617","Exact Stochastic IbM (simulations)",10088
"618","Exact Stochastic IbM (simulations)",10042
"619","Exact Stochastic IbM (simulations)",10028
"620","Exact Stochastic IbM (simulations)",10104
"621","Exact Stochastic IbM (simulations)",10313
"622","Exact Stochastic IbM (simulations)",10122
"623","Exact Stochastic IbM (simulations)",9847
"624","Exact Stochastic IbM (simulations)",9921
"625","Exact Stochastic IbM (simulations)",9961
"626","Exact Stochastic IbM (simulations)",9752
"627","Exact Stochastic IbM (simulations)",10108
"628","Exact Stochastic IbM (simulations)",10044
"629","Exact Stochastic IbM (simulations)",10100
"630","Exact Stochastic IbM (simulations)",10063
"631","Exact Stochastic IbM (simulations)",9754
"632","Exact Stochastic IbM (simulations)",9820
"633","Exact Stochastic IbM (simulations)",9938
"634","Exact Stochastic IbM (simulations)",9824
"635","Exact Stochastic IbM (simulations)",9975
"636","Exact Stochastic IbM (simulations)",9832
"637","Exact Stochastic IbM (simulations)",10037
"638","Exact Stochastic IbM (simulations)",10232
"639","Exact Stochastic IbM (simulations)",9925
"640","Exact Stochastic IbM (simulations)",10013
"641","Exact Stochastic IbM (simulations)",9820
"642","Exact Stochastic IbM (simulations)",9925
"643","Exact Stochastic IbM (simulations)",9876
"644","Exact Stochastic IbM (simulations)",9909
"645","Exact Stochastic IbM (simulations)",10026
"646","Exact Stochastic IbM (simulations)",9949
"647","Exact Stochastic IbM (simulations)",10267
"648","Exact Stochastic IbM (simulations)",9922
"649","Exact Stochastic IbM (simulations)",10034
"650","Exact Stochastic IbM (simulations)",10326
"651","Exact Stochastic IbM (simulations)",10087
"652","Exact Stochastic IbM (simulations)",10112
"653","Exact Stochastic IbM (simulations)",10113
"654","Exact Stochastic IbM (simulations)",9979
"655","Exact Stochastic IbM (simulations)",9884
"656","Exact Stochastic IbM (simulations)",9787
"657","Exact Stochastic IbM (simulations)",9980
"658","Exact Stochastic IbM (simulations)",9860
"659","Exact Stochastic IbM (simulations)",10026
"660","Exact Stochastic IbM (simulations)",9966
"661","Exact Stochastic IbM (simulations)",9880
"662","Exact Stochastic IbM (simulations)",10234
"663","Exact Stochastic IbM (simulations)",9979
"664","Exact Stochastic IbM (simulations)",9832
"665","Exact Stochastic IbM (simulations)",9951
"666","Exact Stochastic IbM (simulations)",9893
"667","Exact Stochastic IbM (simulations)",9963
"668","Exact Stochastic IbM (simulations)",10001
"669","Exact Stochastic IbM (simulations)",10068
"670","Exact Stochastic IbM (simulations)",9878
"671","Exact Stochastic IbM (simulations)",10004
"672","Exact Stochastic IbM (simulations)",9716
"673","Exact Stochastic IbM (simulations)",10091
"674","Exact Stochastic IbM (simulations)",9857
"675","Exact Stochastic IbM (simulations)",10156
"676","Exact Stochastic IbM (simulations)",9800
"677","Exact Stochastic IbM (simulations)",9916
"678","Exact Stochastic IbM (simulations)",9796
"679","Exact Stochastic IbM (simulations)",10020
"680","Exact Stochastic IbM (simulations)",9959
"681","Exact Stochastic IbM (simulations)",9904
"682","Exact Stochastic IbM (simulations)",10086
"683","Exact Stochastic IbM (simulations)",10091
"684","Exact Stochastic IbM (simulations)",10246
"685","Exact Stochastic IbM (simulations)",10093
"686","Exact Stochastic IbM (simulations)",9938
"687","Exact Stochastic IbM (simulations)",10138
"688","Exact Stochastic IbM (simulations)",10009
"689","Exact Stochastic IbM (simulations)",9923
"690","Exact Stochastic IbM (simulations)",10121
"691","Exact Stochastic IbM (simulations)",10191
"692","Exact Stochastic IbM (simulations)",9926
"693","Exact Stochastic IbM (simulations)",10145
"694","Exact Stochastic IbM (simulations)",10190
"695","Exact Stochastic IbM (simulations)",10182
"696","Exact Stochastic IbM (simulations)",10050
"697","Exact Stochastic IbM (simulations)",9724
"698","Exact Stochastic IbM (simulations)",10076
"699","Exact Stochastic IbM (simulations)",9865
"700","Exact Stochastic IbM (simulations)",9958
"701","Exact Stochastic IbM (simulations)",10151
"702","Exact Stochastic IbM (simulations)",10177
"703","Exact Stochastic IbM (simulations)",10000
"704","Exact Stochastic IbM (simulations)",10012
"705","Exact Stochastic IbM (simulations)",9738
"706","Exact Stochastic IbM (simulations)",9721
"707","Exact Stochastic IbM (simulations)",9838
"708","Exact Stochastic IbM (simulations)",9646
"709","Exact Stochastic IbM (simulations)",9758
"710","Exact Stochastic IbM (simulations)",9871
"711","Exact Stochastic IbM (simulations)",10125
"712","Exact Stochastic IbM (simulations)",9977
"713","Exact Stochastic IbM (simulations)",10007
"714","Exact Stochastic IbM (simulations)",9857
"715","Exact Stochastic IbM (simulations)",10098
"716","Exact Stochastic IbM (simulations)",10033
"717","Exact Stochastic IbM (simulations)",10023
"718","Exact Stochastic IbM (simulations)",10173
"719","Exact Stochastic IbM (simulations)",9863
"720","Exact Stochastic IbM (simulations)",9935
"721","Exact Stochastic IbM (simulations)",9915
"722","Exact Stochastic IbM (simulations)",10066
"723","Exact Stochastic IbM (simulations)",9974
"724","Exact Stochastic IbM (simulations)",9769
"725","Exact Stochastic IbM (simulations)",10083
"726","Exact Stochastic IbM (simulations)",10107
"727","Exact Stochastic IbM (simulations)",10041
"728","Exact Stochastic IbM (simulations)",10142
"729","Exact Stochastic IbM (simulations)",10060
"730","Exact Stochastic IbM (simulations)",10068
"731","Exact Stochastic IbM (simulations)",10176
"732","Exact Stochastic IbM (simulations)",9808
"733","Exact Stochastic IbM (simulations)",10101
"734","Exact Stochastic IbM (simulations)",9735
"735","Exact Stochastic IbM (simulations)",9808
"736","Exact Stochastic IbM (simulations)",9852
"737","Exact Stochastic IbM (simulations)",10028
"738","Exact Stochastic IbM (simulations)",9961
"739","Exact Stochastic IbM (simulations)",9994
"740","Exact Stochastic IbM (simulations)",10021
"741","Exact Stochastic IbM (simulations)",9998
"742","Exact Stochastic IbM (simulations)",10038
"743","Exact Stochastic IbM (simulations)",10107
"744","Exact Stochastic IbM (simulations)",10027
"745","Exact Stochastic IbM (simulations)",9993
"746","Exact Stochastic IbM (simulations)",9833
"747","Exact Stochastic IbM (simulations)",9878
"748","Exact Stochastic IbM (simulations)",9924
"749","Exact Stochastic IbM (simulations)",10011
"750","Exact Stochastic IbM (simulations)",9886
"751","Exact Stochastic IbM (simulations)",10120
"752","Exact Stochastic IbM (simulations)",10229
"753","Exact Stochastic IbM (simulations)",10047
"754","Exact Stochastic IbM (simulations)",9990
"755","Exact Stochastic IbM (simulations)",10204
"756","Exact Stochastic IbM (simulations)",9863
"757","Exact Stochastic IbM (simulations)",9905
"758","Exact Stochastic IbM (simulations)",9922
"759","Exact Stochastic IbM (simulations)",10095
"760","Exact Stochastic IbM (simulations)",10058
"761","Exact Stochastic IbM (simulations)",9893
"762","Exact Stochastic IbM (simulations)",10059
"763","Exact Stochastic IbM (simulations)",10008
"764","Exact Stochastic IbM (simulations)",10016
"765","Exact Stochastic IbM (simulations)",9977
"766","Exact Stochastic IbM (simulations)",9864
"767","Exact Stochastic IbM (simulations)",9831
"768","Exact Stochastic IbM (simulations)",9910
"769","Exact Stochastic IbM (simulations)",10052
"770","Exact Stochastic IbM (simulations)",10124
"771","Exact Stochastic IbM (simulations)",9943
"772","Exact Stochastic IbM (simulations)",9956
"773","Exact Stochastic IbM (simulations)",9954
"774","Exact Stochastic IbM (simulations)",9946
"775","Exact Stochastic IbM (simulations)",10062
"776","Exact Stochastic IbM (simulations)",9722
"777","Exact Stochastic IbM (simulations)",9998
"778","Exact Stochastic IbM (simulations)",9994
"779","Exact Stochastic IbM (simulations)",9698
"780","Exact Stochastic IbM (simulations)",10289
"781","Exact Stochastic IbM (simulations)",10245
"782","Exact Stochastic IbM (simulations)",10030
"783","Exact Stochastic IbM (simulations)",9936
"784","Exact Stochastic IbM (simulations)",10272
"785","Exact Stochastic IbM (simulations)",9841
"786","Exact Stochastic IbM (simulations)",10067
"787","Exact Stochastic IbM (simulations)",9967
"788","Exact Stochastic IbM (simulations)",9917
"789","Exact Stochastic IbM (simulations)",9922
"790","Exact Stochastic IbM (simulations)",10104
"791","Exact Stochastic IbM (simulations)",10159
"792","Exact Stochastic IbM (simulations)",9773
"793","Exact Stochastic IbM (simulations)",9855
"794","Exact Stochastic IbM (simulations)",9949
"795","Exact Stochastic IbM (simulations)",10160
"796","Exact Stochastic IbM (simulations)",9910
"797","Exact Stochastic IbM (simulations)",9991
"798","Exact Stochastic IbM (simulations)",10168
"799","Exact Stochastic IbM (simulations)",9907
"800","Exact Stochastic IbM (simulations)",9928
"801","Exact Stochastic IbM (simulations)",9958
"802","Exact Stochastic IbM (simulations)",9969
"803","Exact Stochastic IbM (simulations)",10123
"804","Exact Stochastic IbM (simulations)",10165
"805","Exact Stochastic IbM (simulations)",10199
"806","Exact Stochastic IbM (simulations)",10104
"807","Exact Stochastic IbM (simulations)",9971
"808","Exact Stochastic IbM (simulations)",9708
"809","Exact Stochastic IbM (simulations)",9862
"810","Exact Stochastic IbM (simulations)",10061
"811","Exact Stochastic IbM (simulations)",9859
"812","Exact Stochastic IbM (simulations)",9943
"813","Exact Stochastic IbM (simulations)",9893
"814","Exact Stochastic IbM (simulations)",10015
"815","Exact Stochastic IbM (simulations)",9938
"816","Exact Stochastic IbM (simulations)",9980
"817","Exact Stochastic IbM (simulations)",10270
"818","Exact Stochastic IbM (simulations)",10033
"819","Exact Stochastic IbM (simulations)",9830
"820","Exact Stochastic IbM (simulations)",10040
"821","Exact Stochastic IbM (simulations)",10014
"822","Exact Stochastic IbM (simulations)",9998
"823","Exact Stochastic IbM (simulations)",10018
"824","Exact Stochastic IbM (simulations)",9937
"825","Exact Stochastic IbM (simulations)",9996
"826","Exact Stochastic IbM (simulations)",9977
"827","Exact Stochastic IbM (simulations)",9982
"828","Exact Stochastic IbM (simulations)",10108
"829","Exact Stochastic IbM (simulations)",10052
"830","Exact Stochastic IbM (simulations)",10127
"831","Exact Stochastic IbM (simulations)",10015
"832","Exact Stochastic IbM (simulations)",9965
"833","Exact Stochastic IbM (simulations)",9807
"834","Exact Stochastic IbM (simulations)",10124
"835","Exact Stochastic IbM (simulations)",10092
"836","Exact Stochastic IbM (simulations)",10030
"837","Exact Stochastic IbM (simulations)",9957
"838","Exact Stochastic IbM (simulations)",10045
"839","Exact Stochastic IbM (simulations)",9859
"840","Exact Stochastic IbM (simulations)",9976
"841","Exact Stochastic IbM (simulations)",10119
"842","Exact Stochastic IbM (simulations)",10095
"843","Exact Stochastic IbM (simulations)",9985
"844","Exact Stochastic IbM (simulations)",9904
"845","Exact Stochastic IbM (simulations)",9895
"846","Exact Stochastic IbM (simulations)",10256
"847","Exact Stochastic IbM (simulations)",9981
"848","Exact Stochastic IbM (simulations)",9942
"849","Exact Stochastic IbM (simulations)",9922
"850","Exact Stochastic IbM (simulations)",10094
"851","Exact Stochastic IbM (simulations)",10032
"852","Exact Stochastic IbM (simulations)",9771
"853","Exact Stochastic IbM (simulations)",9887
"854","Exact Stochastic IbM (simulations)",9893
"855","Exact Stochastic IbM (simulations)",10140
"856","Exact Stochastic IbM (simulations)",10244
"857","Exact Stochastic IbM (simulations)",9651
"858","Exact Stochastic IbM (simulations)",9806
"859","Exact Stochastic IbM (simulations)",9992
"860","Exact Stochastic IbM (simulations)",10023
"861","Exact Stochastic IbM (simulations)",9683
"862","Exact Stochastic IbM (simulations)",10202
"863","Exact Stochastic IbM (simulations)",9893
"864","Exact Stochastic IbM (simulations)",9877
"865","Exact Stochastic IbM (simulations)",10031
"866","Exact Stochastic IbM (simulations)",10180
"867","Exact Stochastic IbM (simulations)",10138
"868","Exact Stochastic IbM (simulations)",10076
"869","Exact Stochastic IbM (simulations)",10273
"870","Exact Stochastic IbM (simulations)",10021
"871","Exact Stochastic IbM (simulations)",10177
"872","Exact Stochastic IbM (simulations)",10217
"873","Exact Stochastic IbM (simulations)",10147
"874","Exact Stochastic IbM (simulations)",10161
"875","Exact Stochastic IbM (simulations)",9999
"876","Exact Stochastic IbM (simulations)",9849
"877","Exact Stochastic IbM (simulations)",10036
"878","Exact Stochastic IbM (simulations)",9984
"879","Exact Stochastic IbM (simulations)",10151
"880","Exact Stochastic IbM (simulations)",9919
"881","Exact Stochastic IbM (simulations)",9960
"882","Exact Stochastic IbM (simulations)",9897
"883","Exact Stochastic IbM (simulations)",9878
"884","Exact Stochastic IbM (simulations)",9960
"885","Exact Stochastic IbM (simulations)",10129
"886","Exact Stochastic IbM (simulations)",10097
"887","Exact Stochastic IbM (simulations)",9847
"888","Exact Stochastic IbM (simulations)",10085
"889","Exact Stochastic IbM (simulations)",10030
"890","Exact Stochastic IbM (simulations)",9964
"891","Exact Stochastic IbM (simulations)",9904
"892","Exact Stochastic IbM (simulations)",10326
"893","Exact Stochastic IbM (simulations)",9884
"894","Exact Stochastic IbM (simulations)",9888
"895","Exact Stochastic IbM (simulations)",10026
"896","Exact Stochastic IbM (simulations)",10057
"897","Exact Stochastic IbM (simulations)",10169
"898","Exact Stochastic IbM (simulations)",9982
"899","Exact Stochastic IbM (simulations)",10210
"900","Exact Stochastic IbM (simulations)",9896
"901","Exact Stochastic IbM (simulations)",9852
"902","Exact Stochastic IbM (simulations)",10069
"903","Exact Stochastic IbM (simulations)",9963
"904","Exact Stochastic IbM (simulations)",9780
"905","Exact Stochastic IbM (simulations)",10088
"906","Exact Stochastic IbM (simulations)",10100
"907","Exact Stochastic IbM (simulations)",9991
"908","Exact Stochastic IbM (simulations)",10070
"909","Exact Stochastic IbM (simulations)",10001
"910","Exact Stochastic IbM (simulations)",9942
"911","Exact Stochastic IbM (simulations)",10025
"912","Exact Stochastic IbM (simulations)",10066
"913","Exact Stochastic IbM (simulations)",10042
"914","Exact Stochastic IbM (simulations)",10002
"915","Exact Stochastic IbM (simulations)",10128
"916","Exact Stochastic IbM (simulations)",10137
"917","Exact Stochastic IbM (simulations)",9928
"918","Exact Stochastic IbM (simulations)",10082
"919","Exact Stochastic IbM (simulations)",9955
"920","Exact Stochastic IbM (simulations)",10126
"921","Exact Stochastic IbM (simulations)",9945
"922","Exact Stochastic IbM (simulations)",9845
"923","Exact Stochastic IbM (simulations)",10216
"924","Exact Stochastic IbM (simulations)",9662
"925","Exact Stochastic IbM (simulations)",9934
"926","Exact Stochastic IbM (simulations)",10077
"927","Exact Stochastic IbM (simulations)",9934
"928","Exact Stochastic IbM (simulations)",10095
"929","Exact Stochastic IbM (simulations)",10077
"930","Exact Stochastic IbM (simulations)",9992
"931","Exact Stochastic IbM (simulations)",9949
"932","Exact Stochastic IbM (simulations)",10055
"933","Exact Stochastic IbM (simulations)",10182
"934","Exact Stochastic IbM (simulations)",9952
"935","Exact Stochastic IbM (simulations)",9922
"936","Exact Stochastic IbM (simulations)",9985
"937","Exact Stochastic IbM (simulations)",9902
"938","Exact Stochastic IbM (simulations)",10240
"939","Exact Stochastic IbM (simulations)",10033
"940","Exact Stochastic IbM (simulations)",10004
"941","Exact Stochastic IbM (simulations)",9669
"942","Exact Stochastic IbM (simulations)",10017
"943","Exact Stochastic IbM (simulations)",9966
"944","Exact Stochastic IbM (simulations)",9818
"945","Exact Stochastic IbM (simulations)",9694
"946","Exact Stochastic IbM (simulations)",9912
"947","Exact Stochastic IbM (simulations)",10183
"948","Exact Stochastic IbM (simulations)",10089
"949","Exact Stochastic IbM (simulations)",9891
"950","Exact Stochastic IbM (simulations)",10054
"951","Exact Stochastic IbM (simulations)",9986
"952","Exact Stochastic IbM (simulations)",10242
"953","Exact Stochastic IbM (simulations)",10281
"954","Exact Stochastic IbM (simulations)",9853
"955","Exact Stochastic IbM (simulations)",10012
"956","Exact Stochastic IbM (simulations)",9923
"957","Exact Stochastic IbM (simulations)",10028
"958","Exact Stochastic IbM (simulations)",9882
"959","Exact Stochastic IbM (simulations)",10162
"960","Exact Stochastic IbM (simulations)",10013
"961","Exact Stochastic IbM (simulations)",10015
"962","Exact Stochastic IbM (simulations)",9818
"963","Exact Stochastic IbM (simulations)",10062
"964","Exact Stochastic IbM (simulations)",9920
"965","Exact Stochastic IbM (simulations)",9980
"966","Exact Stochastic IbM (simulations)",10165
"967","Exact Stochastic IbM (simulations)",10271
"968","Exact Stochastic IbM (simulations)",9670
"969","Exact Stochastic IbM (simulations)",9809
"970","Exact Stochastic IbM (simulations)",9908
"971","Exact Stochastic IbM (simulations)",9858
"972","Exact Stochastic IbM (simulations)",10244
"973","Exact Stochastic IbM (simulations)",10150
"974","Exact Stochastic IbM (simulations)",9887
"975","Exact Stochastic IbM (simulations)",10292
"976","Exact Stochastic IbM (simulations)",9821
"977","Exact Stochastic IbM (simulations)",9974
"978","Exact Stochastic IbM (simulations)",10018
"979","Exact Stochastic IbM (simulations)",9906
"980","Exact Stochastic IbM (simulations)",9959
"981","Exact Stochastic IbM (simulations)",10168
"982","Exact Stochastic IbM (simulations)",9964
"983","Exact Stochastic IbM (simulations)",10157
"984","Exact Stochastic IbM (simulations)",10085
"985","Exact Stochastic IbM (simulations)",9918
"986","Exact Stochastic IbM (simulations)",10115
"987","Exact Stochastic IbM (simulations)",9958
"988","Exact Stochastic IbM (simulations)",10370
"989","Exact Stochastic IbM (simulations)",9785
"990","Exact Stochastic IbM (simulations)",10286
"991","Exact Stochastic IbM (simulations)",10040
"992","Exact Stochastic IbM (simulations)",10261
"993","Exact Stochastic IbM (simulations)",10107
"994","Exact Stochastic IbM (simulations)",10012
"995","Exact Stochastic IbM (simulations)",9979
"996","Exact Stochastic IbM (simulations)",10087
"997","Exact Stochastic IbM (simulations)",9888
"998","Exact Stochastic IbM (simulations)",10002
"999","Exact Stochastic IbM (simulations)",10049
"1000","Exact Stochastic IbM (simulations)",10173
"1001","Fokker-Planck equation (theory)",10093.3673958859
"1002","Fokker-Planck equation (theory)",10251.8672111557
"1003","Fokker-Planck equation (theory)",9869.92582385201
"1004","Fokker-Planck equation (theory)",10019.3022687066
"1005","Fokker-Planck equation (theory)",9953.32473851577
"1006","Fokker-Planck equation (theory)",10045.6016739686
"1007","Fokker-Planck equation (theory)",10254.0991978654
"1008","Fokker-Planck equation (theory)",9914.18322698139
"1009","Fokker-Planck equation (theory)",10231.9340625914
"1010","Fokker-Planck equation (theory)",10050.9963085087
"1011","Fokker-Planck equation (theory)",10443.013938699
"1012","Fokker-Planck equation (theory)",9772.59629268333
"1013","Fokker-Planck equation (theory)",9894.30043871043
"1014","Fokker-Planck equation (theory)",10081.1607865826
"1015","Fokker-Planck equation (theory)",9947.91457619911
"1016","Fokker-Planck equation (theory)",10105.2110862732
"1017","Fokker-Planck equation (theory)",9994.09771579109
"1018","Fokker-Planck equation (theory)",10244.8508529154
"1019","Fokker-Planck equation (theory)",10045.1306483235
"1020","Fokker-Planck equation (theory)",9884.93281744841
"1021","Fokker-Planck equation (theory)",9912.35176112674
"1022","Fokker-Planck equation (theory)",9787.09853087003
"1023","Fokker-Planck equation (theory)",10088.8186688716
"1024","Fokker-Planck equation (theory)",9864.25488223054
"1025","Fokker-Planck equation (theory)",9885.70276249151
"1026","Fokker-Planck equation (theory)",9819.61990811044
"1027","Fokker-Planck equation (theory)",9815.76636167954
"1028","Fokker-Planck equation (theory)",9986.56611596079
"1029","Fokker-Planck equation (theory)",10081.5254126677
"1030","Fokker-Planck equation (theory)",10018.8436832301
"1031","Fokker-Planck equation (theory)",9974.67403491898
"1032","Fokker-Planck equation (theory)",10057.4533506848
"1033","Fokker-Planck equation (theory)",9836.3986461833
"1034","Fokker-Planck equation (theory)",9885.37522031588
"1035","Fokker-Planck equation (theory)",10270.9548814581
"1036","Fokker-Planck equation (theory)",9982.34338977276
"1037","Fokker-Planck equation (theory)",10158.7051403645
"1038","Fokker-Planck equation (theory)",9817.21688628821
"1039","Fokker-Planck equation (theory)",10049.4504500241
"1040","Fokker-Planck equation (theory)",9966.23039619493
"1041","Fokker-Planck equation (theory)",10040.9115881418
"1042","Fokker-Planck equation (theory)",9941.08653032417
"1043","Fokker-Planck equation (theory)",9932.41005313017
"1044","Fokker-Planck equation (theory)",9881.20436666552
"1045","Fokker-Planck equation (theory)",9815.36391400021
"1046","Fokker-Planck equation (theory)",9820.75936574879
"1047","Fokker-Planck equation (theory)",9700.26472593512
"1048","Fokker-Planck equation (theory)",10157.9196864108
"1049","Fokker-Planck equation (theory)",10092.0859801451
"1050","Fokker-Planck equation (theory)",9808.42099552166
"1051","Fokker-Planck equation (theory)",9802.96487035311
"1052","Fokker-Planck equation (theory)",9966.76845711429
"1053","Fokker-Planck equation (theory)",10095.398235916
"1054","Fokker-Planck equation (theory)",10076.7261151146
"1055","Fokker-Planck equation (theory)",10003.9017911826
"1056","Fokker-Planck equation (theory)",10082.1049690365
"1057","Fokker-Planck equation (theory)",9987.49343425441
"1058","Fokker-Planck equation (theory)",9826.60180711852
"1059","Fokker-Planck equation (theory)",9822.90350387434
"1060","Fokker-Planck equation (theory)",9930.23234785637
"1061","Fokker-Planck equation (theory)",10026.5624060396
"1062","Fokker-Planck equation (theory)",10074.4385877417
"1063","Fokker-Planck equation (theory)",10058.4933337642
"1064","Fokker-Planck equation (theory)",9915.58512848509
"1065","Fokker-Planck equation (theory)",10009.7890382632
"1066","Fokker-Planck equation (theory)",9936.86973058202
"1067","Fokker-Planck equation (theory)",10076.5420710873
"1068","Fokker-Planck equation (theory)",10052.2972642783
"1069","Fokker-Planck equation (theory)",10119.0923945169
"1070","Fokker-Planck equation (theory)",9831.6320284847
"1071","Fokker-Planck equation (theory)",9695.8656671437
"1072","Fokker-Planck equation (theory)",10077.3788513862
"1073","Fokker-Planck equation (theory)",9974.84042484838
"1074","Fokker-Planck equation (theory)",9980.56930187185
"1075","Fokker-Planck equation (theory)",9958.92445047996
"1076","Fokker-Planck equation (theory)",10182.3846260709
"1077","Fokker-Planck equation (theory)",10161.9346773451
"1078","Fokker-Planck equation (theory)",10293.7351410236
"1079","Fokker-Planck equation (theory)",10045.0695782134
"1080","Fokker-Planck equation (theory)",10154.7890371975
"1081","Fokker-Planck equation (theory)",10005.9776234029
"1082","Fokker-Planck equation (theory)",9809.21517164402
"1083","Fokker-Planck equation (theory)",9863.35447808915
"1084","Fokker-Planck equation (theory)",10071.819927279
"1085","Fokker-Planck equation (theory)",10170.543797287
"1086","Fokker-Planck equation (theory)",9988.16431070667
"1087","Fokker-Planck equation (theory)",9895.12983276038
"1088","Fokker-Planck equation (theory)",9941.30316912032
"1089","Fokker-Planck equation (theory)",9887.94762170599
"1090","Fokker-Planck equation (theory)",9904.42814706352
"1091","Fokker-Planck equation (theory)",9998.43107612263
"1092","Fokker-Planck equation (theory)",10114.4192652546
"1093","Fokker-Planck equation (theory)",10039.4185361999
"1094","Fokker-Planck equation (theory)",10014.4107732477
"1095","Fokker-Planck equation (theory)",9993.7737292298
"1096","Fokker-Planck equation (theory)",10218.5798275414
"1097","Fokker-Planck equation (theory)",10045.5636273789
"1098","Fokker-Planck equation (theory)",9980.16639629413
"1099","Fokker-Planck equation (theory)",10069.8587107382
"1100","Fokker-Planck equation (theory)",10012.2682308607
"1101","Fokker-Planck equation (theory)",9941.92718350057
"1102","Fokker-Planck equation (theory)",9983.42868099044
"1103","Fokker-Planck equation (theory)",10125.8628088493
"1104","Fokker-Planck equation (theory)",10136.2223607647
"1105","Fokker-Planck equation (theory)",9910.15708519342
"1106","Fokker-Planck equation (theory)",9797.91561621084
"1107","Fokker-Planck equation (theory)",9981.50887325073
"1108","Fokker-Planck equation (theory)",10117.9990909571
"1109","Fokker-Planck equation (theory)",9894.77421622034
"1110","Fokker-Planck equation (theory)",10126.707111573
"1111","Fokker-Planck equation (theory)",9801.44460051059
"1112","Fokker-Planck equation (theory)",10216.5842409057
"1113","Fokker-Planck equation (theory)",9956.7632202406
"1114","Fokker-Planck equation (theory)",9794.70227355912
"1115","Fokker-Planck equation (theory)",10142.5450050059
"1116","Fokker-Planck equation (theory)",10310.5491559534
"1117","Fokker-Planck equation (theory)",10119.9486308647
"1118","Fokker-Planck equation (theory)",10106.7156104377
"1119","Fokker-Planck equation (theory)",10180.177651693
"1120","Fokker-Planck equation (theory)",9942.0738283252
"1121","Fokker-Planck equation (theory)",10183.1187346264
"1122","Fokker-Planck equation (theory)",10004.9039790233
"1123","Fokker-Planck equation (theory)",10083.0463243163
"1124","Fokker-Planck equation (theory)",10059.0255879348
"1125","Fokker-Planck equation (theory)",9806.03667157479
"1126","Fokker-Planck equation (theory)",10123.9511067905
"1127","Fokker-Planck equation (theory)",10140.1343575572
"1128","Fokker-Planck equation (theory)",10031.5332762599
"1129","Fokker-Planck equation (theory)",10060.69814437
"1130","Fokker-Planck equation (theory)",10064.6887127282
"1131","Fokker-Planck equation (theory)",9986.20161074466
"1132","Fokker-Planck equation (theory)",9969.15754527521
"1133","Fokker-Planck equation (theory)",9830.70224734346
"1134","Fokker-Planck equation (theory)",10059.9270181666
"1135","Fokker-Planck equation (theory)",10221.0815158141
"1136","Fokker-Planck equation (theory)",10244.4594884998
"1137","Fokker-Planck equation (theory)",10225.6960903877
"1138","Fokker-Planck equation (theory)",10061.3690459894
"1139","Fokker-Planck equation (theory)",10121.3222119388
"1140","Fokker-Planck equation (theory)",9852.63123818479
"1141","Fokker-Planck equation (theory)",9679.14456659273
"1142","Fokker-Planck equation (theory)",9787.779192038
"1143","Fokker-Planck equation (theory)",10099.7297805151
"1144","Fokker-Planck equation (theory)",9932.19923818108
"1145","Fokker-Planck equation (theory)",9923.93397030119
"1146","Fokker-Planck equation (theory)",9737.87373188355
"1147","Fokker-Planck equation (theory)",9859.05796833526
"1148","Fokker-Planck equation (theory)",10277.8032436548
"1149","Fokker-Planck equation (theory)",10052.9043057738
"1150","Fokker-Planck equation (theory)",9966.55394860724
"1151","Fokker-Planck equation (theory)",10057.4305709972
"1152","Fokker-Planck equation (theory)",10137.0091356815
"1153","Fokker-Planck equation (theory)",10195.7048432589
"1154","Fokker-Planck equation (theory)",9947.73672469447
"1155","Fokker-Planck equation (theory)",9825.21151269322
"1156","Fokker-Planck equation (theory)",9956.81736195853
"1157","Fokker-Planck equation (theory)",10027.0592917883
"1158","Fokker-Planck equation (theory)",9878.88997727518
"1159","Fokker-Planck equation (theory)",10125.1024358516
"1160","Fokker-Planck equation (theory)",10331.1524545393
"1161","Fokker-Planck equation (theory)",9901.28397539894
"1162","Fokker-Planck equation (theory)",9703.09789873179
"1163","Fokker-Planck equation (theory)",10319.7419816026
"1164","Fokker-Planck equation (theory)",9993.67639840636
"1165","Fokker-Planck equation (theory)",9999.83664596525
"1166","Fokker-Planck equation (theory)",9910.78405147281
"1167","Fokker-Planck equation (theory)",10243.6884779584
"1168","Fokker-Planck equation (theory)",9951.99359347307
"1169","Fokker-Planck equation (theory)",9649.17791451178
"1170","Fokker-Planck equation (theory)",10050.4808968459
"1171","Fokker-Planck equation (theory)",10157.6050186175
"1172","Fokker-Planck equation (theory)",10105.4393782613
"1173","Fokker-Planck equation (theory)",9891.44561777103
"1174","Fokker-Planck equation (theory)",9681.11318643462
"1175","Fokker-Planck equation (theory)",9982.93822193485
"1176","Fokker-Planck equation (theory)",9698.78438550288
"1177","Fokker-Planck equation (theory)",10140.425263462
"1178","Fokker-Planck equation (theory)",9979.85014589044
"1179","Fokker-Planck equation (theory)",10252.9664463299
"1180","Fokker-Planck equation (theory)",10093.8085894731
"1181","Fokker-Planck equation (theory)",9762.51144761293
"1182","Fokker-Planck equation (theory)",9996.21329959068
"1183","Fokker-Planck equation (theory)",10016.8165055874
