"","sim","N"
"1","Exact Stochastic IbM (simulations)",496
"2","Exact Stochastic IbM (simulations)",541
"3","Exact Stochastic IbM (simulations)",474
"4","Exact Stochastic IbM (simulations)",494
"5","Exact Stochastic IbM (simulations)",487
"6","Exact Stochastic IbM (simulations)",508
"7","Exact Stochastic IbM (simulations)",499
"8","Exact Stochastic IbM (simulations)",522
"9","Exact Stochastic IbM (simulations)",488
"10","Exact Stochastic IbM (simulations)",551
"11","Exact Stochastic IbM (simulations)",457
"12","Exact Stochastic IbM (simulations)",483
"13","Exact Stochastic IbM (simulations)",561
"14","Exact Stochastic IbM (simulations)",532
"15","Exact Stochastic IbM (simulations)",504
"16","Exact Stochastic IbM (simulations)",503
"17","Exact Stochastic IbM (simulations)",510
"18","Exact Stochastic IbM (simulations)",455
"19","Exact Stochastic IbM (simulations)",533
"20","Exact Stochastic IbM (simulations)",486
"21","Exact Stochastic IbM (simulations)",478
"22","Exact Stochastic IbM (simulations)",488
"23","Exact Stochastic IbM (simulations)",482
"24","Exact Stochastic IbM (simulations)",512
"25","Exact Stochastic IbM (simulations)",487
"26","Exact Stochastic IbM (simulations)",460
"27","Exact Stochastic IbM (simulations)",469
"28","Exact Stochastic IbM (simulations)",482
"29","Exact Stochastic IbM (simulations)",453
"30","Exact Stochastic IbM (simulations)",464
"31","Exact Stochastic IbM (simulations)",460
"32","Exact Stochastic IbM (simulations)",523
"33","Exact Stochastic IbM (simulations)",492
"34","Exact Stochastic IbM (simulations)",517
"35","Exact Stochastic IbM (simulations)",509
"36","Exact Stochastic IbM (simulations)",537
"37","Exact Stochastic IbM (simulations)",464
"38","Exact Stochastic IbM (simulations)",537
"39","Exact Stochastic IbM (simulations)",489
"40","Exact Stochastic IbM (simulations)",544
"41","Exact Stochastic IbM (simulations)",519
"42","Exact Stochastic IbM (simulations)",474
"43","Exact Stochastic IbM (simulations)",428
"44","Exact Stochastic IbM (simulations)",566
"45","Exact Stochastic IbM (simulations)",526
"46","Exact Stochastic IbM (simulations)",516
"47","Exact Stochastic IbM (simulations)",511
"48","Exact Stochastic IbM (simulations)",477
"49","Exact Stochastic IbM (simulations)",452
"50","Exact Stochastic IbM (simulations)",501
"51","Exact Stochastic IbM (simulations)",526
"52","Exact Stochastic IbM (simulations)",497
"53","Exact Stochastic IbM (simulations)",484
"54","Exact Stochastic IbM (simulations)",543
"55","Exact Stochastic IbM (simulations)",523
"56","Exact Stochastic IbM (simulations)",515
"57","Exact Stochastic IbM (simulations)",505
"58","Exact Stochastic IbM (simulations)",503
"59","Exact Stochastic IbM (simulations)",500
"60","Exact Stochastic IbM (simulations)",487
"61","Exact Stochastic IbM (simulations)",496
"62","Exact Stochastic IbM (simulations)",496
"63","Exact Stochastic IbM (simulations)",535
"64","Exact Stochastic IbM (simulations)",484
"65","Exact Stochastic IbM (simulations)",499
"66","Exact Stochastic IbM (simulations)",444
"67","Exact Stochastic IbM (simulations)",498
"68","Exact Stochastic IbM (simulations)",447
"69","Exact Stochastic IbM (simulations)",487
"70","Exact Stochastic IbM (simulations)",521
"71","Exact Stochastic IbM (simulations)",522
"72","Exact Stochastic IbM (simulations)",479
"73","Exact Stochastic IbM (simulations)",489
"74","Exact Stochastic IbM (simulations)",471
"75","Exact Stochastic IbM (simulations)",532
"76","Exact Stochastic IbM (simulations)",434
"77","Exact Stochastic IbM (simulations)",515
"78","Exact Stochastic IbM (simulations)",548
"79","Exact Stochastic IbM (simulations)",504
"80","Exact Stochastic IbM (simulations)",500
"81","Exact Stochastic IbM (simulations)",487
"82","Exact Stochastic IbM (simulations)",537
"83","Exact Stochastic IbM (simulations)",510
"84","Exact Stochastic IbM (simulations)",541
"85","Exact Stochastic IbM (simulations)",443
"86","Exact Stochastic IbM (simulations)",499
"87","Exact Stochastic IbM (simulations)",510
"88","Exact Stochastic IbM (simulations)",459
"89","Exact Stochastic IbM (simulations)",516
"90","Exact Stochastic IbM (simulations)",586
"91","Exact Stochastic IbM (simulations)",472
"92","Exact Stochastic IbM (simulations)",518
"93","Exact Stochastic IbM (simulations)",474
"94","Exact Stochastic IbM (simulations)",491
"95","Exact Stochastic IbM (simulations)",485
"96","Exact Stochastic IbM (simulations)",478
"97","Exact Stochastic IbM (simulations)",523
"98","Exact Stochastic IbM (simulations)",515
"99","Exact Stochastic IbM (simulations)",496
"100","Exact Stochastic IbM (simulations)",459
"101","Exact Stochastic IbM (simulations)",509
"102","Exact Stochastic IbM (simulations)",502
"103","Exact Stochastic IbM (simulations)",483
"104","Exact Stochastic IbM (simulations)",512
"105","Exact Stochastic IbM (simulations)",464
"106","Exact Stochastic IbM (simulations)",454
"107","Exact Stochastic IbM (simulations)",505
"108","Exact Stochastic IbM (simulations)",512
"109","Exact Stochastic IbM (simulations)",471
"110","Exact Stochastic IbM (simulations)",477
"111","Exact Stochastic IbM (simulations)",520
"112","Exact Stochastic IbM (simulations)",509
"113","Exact Stochastic IbM (simulations)",467
"114","Exact Stochastic IbM (simulations)",504
"115","Exact Stochastic IbM (simulations)",503
"116","Exact Stochastic IbM (simulations)",535
"117","Exact Stochastic IbM (simulations)",522
"118","Exact Stochastic IbM (simulations)",513
"119","Exact Stochastic IbM (simulations)",479
"120","Exact Stochastic IbM (simulations)",501
"121","Exact Stochastic IbM (simulations)",458
"122","Exact Stochastic IbM (simulations)",498
"123","Exact Stochastic IbM (simulations)",560
"124","Exact Stochastic IbM (simulations)",525
"125","Exact Stochastic IbM (simulations)",455
"126","Exact Stochastic IbM (simulations)",475
"127","Exact Stochastic IbM (simulations)",506
"128","Exact Stochastic IbM (simulations)",458
"129","Exact Stochastic IbM (simulations)",501
"130","Exact Stochastic IbM (simulations)",502
"131","Exact Stochastic IbM (simulations)",478
"132","Exact Stochastic IbM (simulations)",485
"133","Exact Stochastic IbM (simulations)",533
"134","Exact Stochastic IbM (simulations)",521
"135","Exact Stochastic IbM (simulations)",535
"136","Exact Stochastic IbM (simulations)",508
"137","Exact Stochastic IbM (simulations)",448
"138","Exact Stochastic IbM (simulations)",507
"139","Exact Stochastic IbM (simulations)",488
"140","Exact Stochastic IbM (simulations)",500
"141","Exact Stochastic IbM (simulations)",471
"142","Exact Stochastic IbM (simulations)",497
"143","Exact Stochastic IbM (simulations)",498
"144","Exact Stochastic IbM (simulations)",511
"145","Exact Stochastic IbM (simulations)",521
"146","Exact Stochastic IbM (simulations)",469
"147","Exact Stochastic IbM (simulations)",528
"148","Exact Stochastic IbM (simulations)",507
"149","Exact Stochastic IbM (simulations)",480
"150","Exact Stochastic IbM (simulations)",485
"151","Exact Stochastic IbM (simulations)",453
"152","Exact Stochastic IbM (simulations)",470
"153","Exact Stochastic IbM (simulations)",539
"154","Exact Stochastic IbM (simulations)",482
"155","Exact Stochastic IbM (simulations)",479
"156","Exact Stochastic IbM (simulations)",475
"157","Exact Stochastic IbM (simulations)",501
"158","Exact Stochastic IbM (simulations)",523
"159","Exact Stochastic IbM (simulations)",511
"160","Exact Stochastic IbM (simulations)",452
"161","Exact Stochastic IbM (simulations)",526
"162","Exact Stochastic IbM (simulations)",447
"163","Exact Stochastic IbM (simulations)",561
"164","Exact Stochastic IbM (simulations)",560
"165","Exact Stochastic IbM (simulations)",455
"166","Exact Stochastic IbM (simulations)",537
"167","Exact Stochastic IbM (simulations)",526
"168","Exact Stochastic IbM (simulations)",478
"169","Exact Stochastic IbM (simulations)",515
"170","Exact Stochastic IbM (simulations)",470
"171","Exact Stochastic IbM (simulations)",528
"172","Exact Stochastic IbM (simulations)",518
"173","Exact Stochastic IbM (simulations)",497
"174","Exact Stochastic IbM (simulations)",500
"175","Exact Stochastic IbM (simulations)",494
"176","Exact Stochastic IbM (simulations)",546
"177","Exact Stochastic IbM (simulations)",465
"178","Exact Stochastic IbM (simulations)",476
"179","Exact Stochastic IbM (simulations)",515
"180","Exact Stochastic IbM (simulations)",535
"181","Exact Stochastic IbM (simulations)",496
"182","Exact Stochastic IbM (simulations)",464
"183","Exact Stochastic IbM (simulations)",482
"184","Exact Stochastic IbM (simulations)",506
"185","Exact Stochastic IbM (simulations)",507
"186","Exact Stochastic IbM (simulations)",489
"187","Exact Stochastic IbM (simulations)",462
"188","Exact Stochastic IbM (simulations)",447
"189","Exact Stochastic IbM (simulations)",520
"190","Exact Stochastic IbM (simulations)",497
"191","Exact Stochastic IbM (simulations)",508
"192","Exact Stochastic IbM (simulations)",501
"193","Exact Stochastic IbM (simulations)",493
"194","Exact Stochastic IbM (simulations)",466
"195","Exact Stochastic IbM (simulations)",519
"196","Exact Stochastic IbM (simulations)",573
"197","Exact Stochastic IbM (simulations)",480
"198","Exact Stochastic IbM (simulations)",482
"199","Exact Stochastic IbM (simulations)",466
"200","Exact Stochastic IbM (simulations)",549
"201","Exact Stochastic IbM (simulations)",474
"202","Exact Stochastic IbM (simulations)",506
"203","Exact Stochastic IbM (simulations)",469
"204","Exact Stochastic IbM (simulations)",525
"205","Exact Stochastic IbM (simulations)",458
"206","Exact Stochastic IbM (simulations)",507
"207","Exact Stochastic IbM (simulations)",450
"208","Exact Stochastic IbM (simulations)",542
"209","Exact Stochastic IbM (simulations)",494
"210","Exact Stochastic IbM (simulations)",436
"211","Exact Stochastic IbM (simulations)",499
"212","Exact Stochastic IbM (simulations)",500
"213","Exact Stochastic IbM (simulations)",542
"214","Exact Stochastic IbM (simulations)",527
"215","Exact Stochastic IbM (simulations)",527
"216","Exact Stochastic IbM (simulations)",559
"217","Exact Stochastic IbM (simulations)",468
"218","Exact Stochastic IbM (simulations)",492
"219","Exact Stochastic IbM (simulations)",452
"220","Exact Stochastic IbM (simulations)",549
"221","Exact Stochastic IbM (simulations)",485
"222","Exact Stochastic IbM (simulations)",484
"223","Exact Stochastic IbM (simulations)",483
"224","Exact Stochastic IbM (simulations)",508
"225","Exact Stochastic IbM (simulations)",497
"226","Exact Stochastic IbM (simulations)",560
"227","Exact Stochastic IbM (simulations)",528
"228","Exact Stochastic IbM (simulations)",492
"229","Exact Stochastic IbM (simulations)",506
"230","Exact Stochastic IbM (simulations)",542
"231","Exact Stochastic IbM (simulations)",518
"232","Exact Stochastic IbM (simulations)",541
"233","Exact Stochastic IbM (simulations)",580
"234","Exact Stochastic IbM (simulations)",487
"235","Exact Stochastic IbM (simulations)",534
"236","Exact Stochastic IbM (simulations)",499
"237","Exact Stochastic IbM (simulations)",449
"238","Exact Stochastic IbM (simulations)",501
"239","Exact Stochastic IbM (simulations)",535
"240","Exact Stochastic IbM (simulations)",558
"241","Exact Stochastic IbM (simulations)",471
"242","Exact Stochastic IbM (simulations)",507
"243","Exact Stochastic IbM (simulations)",503
"244","Exact Stochastic IbM (simulations)",506
"245","Exact Stochastic IbM (simulations)",489
"246","Exact Stochastic IbM (simulations)",469
"247","Exact Stochastic IbM (simulations)",524
"248","Exact Stochastic IbM (simulations)",494
"249","Exact Stochastic IbM (simulations)",519
"250","Exact Stochastic IbM (simulations)",516
"251","Exact Stochastic IbM (simulations)",531
"252","Exact Stochastic IbM (simulations)",499
"253","Exact Stochastic IbM (simulations)",519
"254","Exact Stochastic IbM (simulations)",528
"255","Exact Stochastic IbM (simulations)",480
"256","Exact Stochastic IbM (simulations)",543
"257","Exact Stochastic IbM (simulations)",469
"258","Exact Stochastic IbM (simulations)",489
"259","Exact Stochastic IbM (simulations)",570
"260","Exact Stochastic IbM (simulations)",441
"261","Exact Stochastic IbM (simulations)",511
"262","Exact Stochastic IbM (simulations)",532
"263","Exact Stochastic IbM (simulations)",489
"264","Exact Stochastic IbM (simulations)",444
"265","Exact Stochastic IbM (simulations)",521
"266","Exact Stochastic IbM (simulations)",500
"267","Exact Stochastic IbM (simulations)",465
"268","Exact Stochastic IbM (simulations)",476
"269","Exact Stochastic IbM (simulations)",483
"270","Exact Stochastic IbM (simulations)",494
"271","Exact Stochastic IbM (simulations)",447
"272","Exact Stochastic IbM (simulations)",474
"273","Exact Stochastic IbM (simulations)",478
"274","Exact Stochastic IbM (simulations)",525
"275","Exact Stochastic IbM (simulations)",549
"276","Exact Stochastic IbM (simulations)",545
"277","Exact Stochastic IbM (simulations)",480
"278","Exact Stochastic IbM (simulations)",503
"279","Exact Stochastic IbM (simulations)",470
"280","Exact Stochastic IbM (simulations)",467
"281","Exact Stochastic IbM (simulations)",553
"282","Exact Stochastic IbM (simulations)",475
"283","Exact Stochastic IbM (simulations)",526
"284","Exact Stochastic IbM (simulations)",472
"285","Exact Stochastic IbM (simulations)",502
"286","Exact Stochastic IbM (simulations)",454
"287","Exact Stochastic IbM (simulations)",457
"288","Exact Stochastic IbM (simulations)",477
"289","Exact Stochastic IbM (simulations)",498
"290","Exact Stochastic IbM (simulations)",550
"291","Exact Stochastic IbM (simulations)",495
"292","Exact Stochastic IbM (simulations)",507
"293","Exact Stochastic IbM (simulations)",492
"294","Exact Stochastic IbM (simulations)",541
"295","Exact Stochastic IbM (simulations)",450
"296","Exact Stochastic IbM (simulations)",506
"297","Exact Stochastic IbM (simulations)",475
"298","Exact Stochastic IbM (simulations)",493
"299","Exact Stochastic IbM (simulations)",502
"300","Exact Stochastic IbM (simulations)",538
"301","Exact Stochastic IbM (simulations)",546
"302","Exact Stochastic IbM (simulations)",489
"303","Exact Stochastic IbM (simulations)",493
"304","Exact Stochastic IbM (simulations)",542
"305","Exact Stochastic IbM (simulations)",535
"306","Exact Stochastic IbM (simulations)",450
"307","Exact Stochastic IbM (simulations)",497
"308","Exact Stochastic IbM (simulations)",510
"309","Exact Stochastic IbM (simulations)",444
"310","Exact Stochastic IbM (simulations)",493
"311","Exact Stochastic IbM (simulations)",494
"312","Exact Stochastic IbM (simulations)",514
"313","Exact Stochastic IbM (simulations)",573
"314","Exact Stochastic IbM (simulations)",464
"315","Exact Stochastic IbM (simulations)",522
"316","Exact Stochastic IbM (simulations)",444
"317","Exact Stochastic IbM (simulations)",530
"318","Exact Stochastic IbM (simulations)",479
"319","Exact Stochastic IbM (simulations)",497
"320","Exact Stochastic IbM (simulations)",455
"321","Exact Stochastic IbM (simulations)",467
"322","Exact Stochastic IbM (simulations)",564
"323","Exact Stochastic IbM (simulations)",536
"324","Exact Stochastic IbM (simulations)",521
"325","Exact Stochastic IbM (simulations)",465
"326","Exact Stochastic IbM (simulations)",524
"327","Exact Stochastic IbM (simulations)",498
"328","Exact Stochastic IbM (simulations)",477
"329","Exact Stochastic IbM (simulations)",454
"330","Exact Stochastic IbM (simulations)",511
"331","Exact Stochastic IbM (simulations)",506
"332","Exact Stochastic IbM (simulations)",543
"333","Exact Stochastic IbM (simulations)",483
"334","Exact Stochastic IbM (simulations)",509
"335","Exact Stochastic IbM (simulations)",478
"336","Exact Stochastic IbM (simulations)",532
"337","Exact Stochastic IbM (simulations)",509
"338","Exact Stochastic IbM (simulations)",511
"339","Exact Stochastic IbM (simulations)",574
"340","Exact Stochastic IbM (simulations)",527
"341","Exact Stochastic IbM (simulations)",452
"342","Exact Stochastic IbM (simulations)",515
"343","Exact Stochastic IbM (simulations)",514
"344","Exact Stochastic IbM (simulations)",517
"345","Exact Stochastic IbM (simulations)",454
"346","Exact Stochastic IbM (simulations)",524
"347","Exact Stochastic IbM (simulations)",477
"348","Exact Stochastic IbM (simulations)",513
"349","Exact Stochastic IbM (simulations)",484
"350","Exact Stochastic IbM (simulations)",482
"351","Exact Stochastic IbM (simulations)",516
"352","Exact Stochastic IbM (simulations)",520
"353","Exact Stochastic IbM (simulations)",488
"354","Exact Stochastic IbM (simulations)",491
"355","Exact Stochastic IbM (simulations)",513
"356","Exact Stochastic IbM (simulations)",487
"357","Exact Stochastic IbM (simulations)",495
"358","Exact Stochastic IbM (simulations)",488
"359","Exact Stochastic IbM (simulations)",486
"360","Exact Stochastic IbM (simulations)",503
"361","Exact Stochastic IbM (simulations)",557
"362","Exact Stochastic IbM (simulations)",518
"363","Exact Stochastic IbM (simulations)",506
"364","Exact Stochastic IbM (simulations)",515
"365","Exact Stochastic IbM (simulations)",499
"366","Exact Stochastic IbM (simulations)",491
"367","Exact Stochastic IbM (simulations)",450
"368","Exact Stochastic IbM (simulations)",457
"369","Exact Stochastic IbM (simulations)",521
"370","Exact Stochastic IbM (simulations)",529
"371","Exact Stochastic IbM (simulations)",438
"372","Exact Stochastic IbM (simulations)",520
"373","Exact Stochastic IbM (simulations)",501
"374","Exact Stochastic IbM (simulations)",475
"375","Exact Stochastic IbM (simulations)",523
"376","Exact Stochastic IbM (simulations)",472
"377","Exact Stochastic IbM (simulations)",521
"378","Exact Stochastic IbM (simulations)",436
"379","Exact Stochastic IbM (simulations)",426
"380","Exact Stochastic IbM (simulations)",507
"381","Exact Stochastic IbM (simulations)",538
"382","Exact Stochastic IbM (simulations)",505
"383","Exact Stochastic IbM (simulations)",536
"384","Exact Stochastic IbM (simulations)",518
"385","Exact Stochastic IbM (simulations)",527
"386","Exact Stochastic IbM (simulations)",532
"387","Exact Stochastic IbM (simulations)",518
"388","Exact Stochastic IbM (simulations)",492
"389","Exact Stochastic IbM (simulations)",536
"390","Exact Stochastic IbM (simulations)",491
"391","Exact Stochastic IbM (simulations)",515
"392","Exact Stochastic IbM (simulations)",496
"393","Exact Stochastic IbM (simulations)",505
"394","Exact Stochastic IbM (simulations)",529
"395","Exact Stochastic IbM (simulations)",499
"396","Exact Stochastic IbM (simulations)",499
"397","Exact Stochastic IbM (simulations)",541
"398","Exact Stochastic IbM (simulations)",428
"399","Exact Stochastic IbM (simulations)",496
"400","Exact Stochastic IbM (simulations)",456
"401","Exact Stochastic IbM (simulations)",453
"402","Exact Stochastic IbM (simulations)",489
"403","Exact Stochastic IbM (simulations)",510
"404","Exact Stochastic IbM (simulations)",487
"405","Exact Stochastic IbM (simulations)",510
"406","Exact Stochastic IbM (simulations)",523
"407","Exact Stochastic IbM (simulations)",506
"408","Exact Stochastic IbM (simulations)",521
"409","Exact Stochastic IbM (simulations)",548
"410","Exact Stochastic IbM (simulations)",459
"411","Exact Stochastic IbM (simulations)",500
"412","Exact Stochastic IbM (simulations)",486
"413","Exact Stochastic IbM (simulations)",524
"414","Exact Stochastic IbM (simulations)",457
"415","Exact Stochastic IbM (simulations)",519
"416","Exact Stochastic IbM (simulations)",437
"417","Exact Stochastic IbM (simulations)",495
"418","Exact Stochastic IbM (simulations)",489
"419","Exact Stochastic IbM (simulations)",461
"420","Exact Stochastic IbM (simulations)",483
"421","Exact Stochastic IbM (simulations)",508
"422","Exact Stochastic IbM (simulations)",508
"423","Exact Stochastic IbM (simulations)",512
"424","Exact Stochastic IbM (simulations)",467
"425","Exact Stochastic IbM (simulations)",501
"426","Exact Stochastic IbM (simulations)",500
"427","Exact Stochastic IbM (simulations)",465
"428","Exact Stochastic IbM (simulations)",555
"429","Exact Stochastic IbM (simulations)",480
"430","Exact Stochastic IbM (simulations)",526
"431","Exact Stochastic IbM (simulations)",528
"432","Exact Stochastic IbM (simulations)",497
"433","Exact Stochastic IbM (simulations)",519
"434","Exact Stochastic IbM (simulations)",482
"435","Exact Stochastic IbM (simulations)",473
"436","Exact Stochastic IbM (simulations)",451
"437","Exact Stochastic IbM (simulations)",511
"438","Exact Stochastic IbM (simulations)",500
"439","Exact Stochastic IbM (simulations)",489
"440","Exact Stochastic IbM (simulations)",488
"441","Exact Stochastic IbM (simulations)",473
"442","Exact Stochastic IbM (simulations)",472
"443","Exact Stochastic IbM (simulations)",463
"444","Exact Stochastic IbM (simulations)",518
"445","Exact Stochastic IbM (simulations)",497
"446","Exact Stochastic IbM (simulations)",503
"447","Exact Stochastic IbM (simulations)",498
"448","Exact Stochastic IbM (simulations)",424
"449","Exact Stochastic IbM (simulations)",489
"450","Exact Stochastic IbM (simulations)",537
"451","Exact Stochastic IbM (simulations)",485
"452","Exact Stochastic IbM (simulations)",485
"453","Exact Stochastic IbM (simulations)",471
"454","Exact Stochastic IbM (simulations)",454
"455","Exact Stochastic IbM (simulations)",502
"456","Exact Stochastic IbM (simulations)",441
"457","Exact Stochastic IbM (simulations)",535
"458","Exact Stochastic IbM (simulations)",533
"459","Exact Stochastic IbM (simulations)",467
"460","Exact Stochastic IbM (simulations)",534
"461","Exact Stochastic IbM (simulations)",485
"462","Exact Stochastic IbM (simulations)",502
"463","Exact Stochastic IbM (simulations)",503
"464","Exact Stochastic IbM (simulations)",529
"465","Exact Stochastic IbM (simulations)",441
"466","Exact Stochastic IbM (simulations)",503
"467","Exact Stochastic IbM (simulations)",499
"468","Exact Stochastic IbM (simulations)",478
"469","Exact Stochastic IbM (simulations)",510
"470","Exact Stochastic IbM (simulations)",487
"471","Exact Stochastic IbM (simulations)",478
"472","Exact Stochastic IbM (simulations)",526
"473","Exact Stochastic IbM (simulations)",592
"474","Exact Stochastic IbM (simulations)",478
"475","Exact Stochastic IbM (simulations)",539
"476","Exact Stochastic IbM (simulations)",481
"477","Exact Stochastic IbM (simulations)",499
"478","Exact Stochastic IbM (simulations)",550
"479","Exact Stochastic IbM (simulations)",495
"480","Exact Stochastic IbM (simulations)",520
"481","Exact Stochastic IbM (simulations)",503
"482","Exact Stochastic IbM (simulations)",471
"483","Exact Stochastic IbM (simulations)",518
"484","Exact Stochastic IbM (simulations)",474
"485","Exact Stochastic IbM (simulations)",500
"486","Exact Stochastic IbM (simulations)",441
"487","Exact Stochastic IbM (simulations)",488
"488","Exact Stochastic IbM (simulations)",464
"489","Exact Stochastic IbM (simulations)",560
"490","Exact Stochastic IbM (simulations)",452
"491","Exact Stochastic IbM (simulations)",516
"492","Exact Stochastic IbM (simulations)",492
"493","Exact Stochastic IbM (simulations)",431
"494","Exact Stochastic IbM (simulations)",456
"495","Exact Stochastic IbM (simulations)",460
"496","Exact Stochastic IbM (simulations)",522
"497","Exact Stochastic IbM (simulations)",444
"498","Exact Stochastic IbM (simulations)",454
"499","Exact Stochastic IbM (simulations)",485
"500","Exact Stochastic IbM (simulations)",488
"501","Exact Stochastic IbM (simulations)",484
"502","Exact Stochastic IbM (simulations)",469
"503","Exact Stochastic IbM (simulations)",557
"504","Exact Stochastic IbM (simulations)",540
"505","Exact Stochastic IbM (simulations)",551
"506","Exact Stochastic IbM (simulations)",501
"507","Exact Stochastic IbM (simulations)",440
"508","Exact Stochastic IbM (simulations)",451
"509","Exact Stochastic IbM (simulations)",491
"510","Exact Stochastic IbM (simulations)",544
"511","Exact Stochastic IbM (simulations)",508
"512","Exact Stochastic IbM (simulations)",478
"513","Exact Stochastic IbM (simulations)",493
"514","Exact Stochastic IbM (simulations)",520
"515","Exact Stochastic IbM (simulations)",528
"516","Exact Stochastic IbM (simulations)",503
"517","Exact Stochastic IbM (simulations)",473
"518","Exact Stochastic IbM (simulations)",525
"519","Exact Stochastic IbM (simulations)",559
"520","Exact Stochastic IbM (simulations)",500
"521","Exact Stochastic IbM (simulations)",507
"522","Exact Stochastic IbM (simulations)",453
"523","Exact Stochastic IbM (simulations)",579
"524","Exact Stochastic IbM (simulations)",502
"525","Exact Stochastic IbM (simulations)",519
"526","Exact Stochastic IbM (simulations)",550
"527","Exact Stochastic IbM (simulations)",507
"528","Exact Stochastic IbM (simulations)",540
"529","Exact Stochastic IbM (simulations)",445
"530","Exact Stochastic IbM (simulations)",508
"531","Exact Stochastic IbM (simulations)",493
"532","Exact Stochastic IbM (simulations)",499
"533","Exact Stochastic IbM (simulations)",457
"534","Exact Stochastic IbM (simulations)",554
"535","Exact Stochastic IbM (simulations)",515
"536","Exact Stochastic IbM (simulations)",512
"537","Exact Stochastic IbM (simulations)",477
"538","Exact Stochastic IbM (simulations)",473
"539","Exact Stochastic IbM (simulations)",518
"540","Exact Stochastic IbM (simulations)",519
"541","Exact Stochastic IbM (simulations)",478
"542","Exact Stochastic IbM (simulations)",543
"543","Exact Stochastic IbM (simulations)",492
"544","Exact Stochastic IbM (simulations)",518
"545","Exact Stochastic IbM (simulations)",553
"546","Exact Stochastic IbM (simulations)",492
"547","Exact Stochastic IbM (simulations)",540
"548","Exact Stochastic IbM (simulations)",510
"549","Exact Stochastic IbM (simulations)",528
"550","Exact Stochastic IbM (simulations)",513
"551","Exact Stochastic IbM (simulations)",496
"552","Exact Stochastic IbM (simulations)",478
"553","Exact Stochastic IbM (simulations)",506
"554","Exact Stochastic IbM (simulations)",494
"555","Exact Stochastic IbM (simulations)",517
"556","Exact Stochastic IbM (simulations)",451
"557","Exact Stochastic IbM (simulations)",543
"558","Exact Stochastic IbM (simulations)",503
"559","Exact Stochastic IbM (simulations)",471
"560","Exact Stochastic IbM (simulations)",494
"561","Exact Stochastic IbM (simulations)",466
"562","Exact Stochastic IbM (simulations)",490
"563","Exact Stochastic IbM (simulations)",528
"564","Exact Stochastic IbM (simulations)",536
"565","Exact Stochastic IbM (simulations)",506
"566","Exact Stochastic IbM (simulations)",479
"567","Exact Stochastic IbM (simulations)",527
"568","Exact Stochastic IbM (simulations)",459
"569","Exact Stochastic IbM (simulations)",489
"570","Exact Stochastic IbM (simulations)",510
"571","Exact Stochastic IbM (simulations)",578
"572","Exact Stochastic IbM (simulations)",507
"573","Exact Stochastic IbM (simulations)",419
"574","Exact Stochastic IbM (simulations)",511
"575","Exact Stochastic IbM (simulations)",503
"576","Exact Stochastic IbM (simulations)",522
"577","Exact Stochastic IbM (simulations)",528
"578","Exact Stochastic IbM (simulations)",514
"579","Exact Stochastic IbM (simulations)",494
"580","Exact Stochastic IbM (simulations)",518
"581","Exact Stochastic IbM (simulations)",503
"582","Exact Stochastic IbM (simulations)",504
"583","Exact Stochastic IbM (simulations)",523
"584","Exact Stochastic IbM (simulations)",501
"585","Exact Stochastic IbM (simulations)",510
"586","Exact Stochastic IbM (simulations)",445
"587","Exact Stochastic IbM (simulations)",507
"588","Exact Stochastic IbM (simulations)",453
"589","Exact Stochastic IbM (simulations)",461
"590","Exact Stochastic IbM (simulations)",528
"591","Exact Stochastic IbM (simulations)",456
"592","Exact Stochastic IbM (simulations)",538
"593","Exact Stochastic IbM (simulations)",542
"594","Exact Stochastic IbM (simulations)",473
"595","Exact Stochastic IbM (simulations)",538
"596","Exact Stochastic IbM (simulations)",511
"597","Exact Stochastic IbM (simulations)",476
"598","Exact Stochastic IbM (simulations)",497
"599","Exact Stochastic IbM (simulations)",486
"600","Exact Stochastic IbM (simulations)",538
"601","Exact Stochastic IbM (simulations)",536
"602","Exact Stochastic IbM (simulations)",475
"603","Exact Stochastic IbM (simulations)",498
"604","Exact Stochastic IbM (simulations)",530
"605","Exact Stochastic IbM (simulations)",477
"606","Exact Stochastic IbM (simulations)",474
"607","Exact Stochastic IbM (simulations)",555
"608","Exact Stochastic IbM (simulations)",494
"609","Exact Stochastic IbM (simulations)",514
"610","Exact Stochastic IbM (simulations)",508
"611","Exact Stochastic IbM (simulations)",543
"612","Exact Stochastic IbM (simulations)",546
"613","Exact Stochastic IbM (simulations)",472
"614","Exact Stochastic IbM (simulations)",512
"615","Exact Stochastic IbM (simulations)",457
"616","Exact Stochastic IbM (simulations)",479
"617","Exact Stochastic IbM (simulations)",486
"618","Exact Stochastic IbM (simulations)",492
"619","Exact Stochastic IbM (simulations)",499
"620","Exact Stochastic IbM (simulations)",473
"621","Exact Stochastic IbM (simulations)",492
"622","Exact Stochastic IbM (simulations)",467
"623","Exact Stochastic IbM (simulations)",557
"624","Exact Stochastic IbM (simulations)",493
"625","Exact Stochastic IbM (simulations)",513
"626","Exact Stochastic IbM (simulations)",481
"627","Exact Stochastic IbM (simulations)",484
"628","Exact Stochastic IbM (simulations)",492
"629","Exact Stochastic IbM (simulations)",521
"630","Exact Stochastic IbM (simulations)",500
"631","Exact Stochastic IbM (simulations)",461
"632","Exact Stochastic IbM (simulations)",530
"633","Exact Stochastic IbM (simulations)",536
"634","Exact Stochastic IbM (simulations)",535
"635","Exact Stochastic IbM (simulations)",501
"636","Exact Stochastic IbM (simulations)",465
