"","sim","N"
"1775","Fokker-Planck equation (theory)",493.971765319185
"1776","Fokker-Planck equation (theory)",438.559430648198
"1777","Fokker-Planck equation (theory)",498.511550797685
"1778","Fokker-Planck equation (theory)",453.038827836214
"1779","Fokker-Planck equation (theory)",481.100444533141
"1780","Fokker-Planck equation (theory)",509.377471507513
"1781","Fokker-Planck equation (theory)",483.484073130056
"1782","Fokker-Planck equation (theory)",460.910640742083
"1783","Fokker-Planck equation (theory)",474.576500351924
"1784","Fokker-Planck equation (theory)",556.953393526236
"1785","Fokker-Planck equation (theory)",457.170453912462
"1786","Fokker-Planck equation (theory)",442.622782051192
"1787","Fokker-Planck equation (theory)",488.443408863377
"1788","Fokker-Planck equation (theory)",451.827758340757
"1789","Fokker-Planck equation (theory)",573.318242772397
"1790","Fokker-Planck equation (theory)",478.832585296962
"1791","Fokker-Planck equation (theory)",509.919130564204
"1792","Fokker-Planck equation (theory)",511.779536555427
"1793","Fokker-Planck equation (theory)",494.553370243622
"1794","Fokker-Planck equation (theory)",511.406779529296
"1795","Fokker-Planck equation (theory)",508.402519788235
"1796","Fokker-Planck equation (theory)",461.032036855388
"1797","Fokker-Planck equation (theory)",505.030169866236
"1798","Fokker-Planck equation (theory)",497.222149846041
"1799","Fokker-Planck equation (theory)",501.634278809128
"1800","Fokker-Planck equation (theory)",467.264678843962
"1801","Fokker-Planck equation (theory)",502.105178291577
"1802","Fokker-Planck equation (theory)",490.905901342336
"1803","Fokker-Planck equation (theory)",477.017656445557
"1804","Fokker-Planck equation (theory)",477.44937396841
"1805","Fokker-Planck equation (theory)",487.910778363543
"1806","Fokker-Planck equation (theory)",481.836474157859
"1807","Fokker-Planck equation (theory)",431.049948321232
"1808","Fokker-Planck equation (theory)",443.607389635413
"1809","Fokker-Planck equation (theory)",506.137100546565
"1810","Fokker-Planck equation (theory)",522.327661013847
"1811","Fokker-Planck equation (theory)",504.98154586808
"1812","Fokker-Planck equation (theory)",445.920222445507
"1813","Fokker-Planck equation (theory)",511.820100392074
"1814","Fokker-Planck equation (theory)",467.959561353597
"1815","Fokker-Planck equation (theory)",468.699567302903
"1816","Fokker-Planck equation (theory)",515.843735952816
"1817","Fokker-Planck equation (theory)",497.317910062507
"1818","Fokker-Planck equation (theory)",525.360083701101
"1819","Fokker-Planck equation (theory)",511.160101031788
"1820","Fokker-Planck equation (theory)",528.186416076276
"1821","Fokker-Planck equation (theory)",418.213580649689
"1822","Fokker-Planck equation (theory)",442.129703352553
"1823","Fokker-Planck equation (theory)",512.276732640396
"1824","Fokker-Planck equation (theory)",491.661646204773
"1825","Fokker-Planck equation (theory)",514.799919013117
"1826","Fokker-Planck equation (theory)",542.835639720554
"1827","Fokker-Planck equation (theory)",521.185415829557
"1828","Fokker-Planck equation (theory)",518.018441915892
"1829","Fokker-Planck equation (theory)",472.142898559354
"1830","Fokker-Planck equation (theory)",516.122167620604
"1831","Fokker-Planck equation (theory)",549.782317777571
"1832","Fokker-Planck equation (theory)",460.409969404012
"1833","Fokker-Planck equation (theory)",503.001967183242
"1834","Fokker-Planck equation (theory)",512.940972769334
"1835","Fokker-Planck equation (theory)",534.860633017929
"1836","Fokker-Planck equation (theory)",494.314380656574
"1837","Fokker-Planck equation (theory)",505.020652081054
"1838","Fokker-Planck equation (theory)",478.302213239443
"1839","Fokker-Planck equation (theory)",524.642352696672
"1840","Fokker-Planck equation (theory)",504.628162944984
"1841","Fokker-Planck equation (theory)",483.175906226311
"1842","Fokker-Planck equation (theory)",507.359825498097
"1843","Fokker-Planck equation (theory)",448.635398041581
"1844","Fokker-Planck equation (theory)",477.802464014989
"1845","Fokker-Planck equation (theory)",484.052542038951
"1846","Fokker-Planck equation (theory)",475.038215738048
"1847","Fokker-Planck equation (theory)",494.425051847099
"1848","Fokker-Planck equation (theory)",533.901822599505
"1849","Fokker-Planck equation (theory)",564.351939596126
"1850","Fokker-Planck equation (theory)",506.140567945876
"1851","Fokker-Planck equation (theory)",438.944863862749
"1852","Fokker-Planck equation (theory)",523.13780916834
"1853","Fokker-Planck equation (theory)",515.227397473874
"1854","Fokker-Planck equation (theory)",459.498290998943
"1855","Fokker-Planck equation (theory)",449.185993953435
"1856","Fokker-Planck equation (theory)",507.977019752563
"1857","Fokker-Planck equation (theory)",458.965245469523
"1858","Fokker-Planck equation (theory)",524.60819258722
"1859","Fokker-Planck equation (theory)",510.9277125989
"1860","Fokker-Planck equation (theory)",492.146580373594
"1861","Fokker-Planck equation (theory)",478.621373764664
"1862","Fokker-Planck equation (theory)",497.112972528334
"1863","Fokker-Planck equation (theory)",465.712715649146
"1864","Fokker-Planck equation (theory)",500.357683026802
"1865","Fokker-Planck equation (theory)",496.786921970558
"1866","Fokker-Planck equation (theory)",486.21287020787
"1867","Fokker-Planck equation (theory)",435.165697577343
"1868","Fokker-Planck equation (theory)",446.579842802836
"1869","Fokker-Planck equation (theory)",468.558025971308
"1870","Fokker-Planck equation (theory)",530.47110097942
"1871","Fokker-Planck equation (theory)",494.860719624347
"1872","Fokker-Planck equation (theory)",527.771863784292
"1873","Fokker-Planck equation (theory)",529.811460257049
"1874","Fokker-Planck equation (theory)",472.824958814977
"1875","Fokker-Planck equation (theory)",454.932377316107
"1876","Fokker-Planck equation (theory)",530.776482876469
"1877","Fokker-Planck equation (theory)",491.077571282115
"1878","Fokker-Planck equation (theory)",458.883527007956
"1879","Fokker-Planck equation (theory)",549.545508057292
"1880","Fokker-Planck equation (theory)",487.008156899988
"1881","Fokker-Planck equation (theory)",486.405911140416
"1882","Fokker-Planck equation (theory)",449.015462537826
"1883","Fokker-Planck equation (theory)",473.802425015999
"1884","Fokker-Planck equation (theory)",498.462768045959
"1885","Fokker-Planck equation (theory)",495.680310530679
"1886","Fokker-Planck equation (theory)",468.283157712632
"1887","Fokker-Planck equation (theory)",520.139398047287
"1888","Fokker-Planck equation (theory)",520.528085261897
"1889","Fokker-Planck equation (theory)",496.139507347225
"1890","Fokker-Planck equation (theory)",459.674741792004
"1891","Fokker-Planck equation (theory)",463.502324068454
"1892","Fokker-Planck equation (theory)",479.06375538532
"1893","Fokker-Planck equation (theory)",535.035052966569
"1894","Fokker-Planck equation (theory)",503.48172167628
"1895","Fokker-Planck equation (theory)",522.63655166098
"1896","Fokker-Planck equation (theory)",503.413569703667
"1897","Fokker-Planck equation (theory)",495.904949284549
"1898","Fokker-Planck equation (theory)",418.813228358119
"1899","Fokker-Planck equation (theory)",473.209469565559
"1900","Fokker-Planck equation (theory)",487.128936564527
"1901","Fokker-Planck equation (theory)",490.373740778356
"1902","Fokker-Planck equation (theory)",457.325942804139
"1903","Fokker-Planck equation (theory)",511.030517197753
"1904","Fokker-Planck equation (theory)",496.530716800663
"1905","Fokker-Planck equation (theory)",539.407935203546
"1906","Fokker-Planck equation (theory)",493.094338401457
"1907","Fokker-Planck equation (theory)",562.869930994918
"1908","Fokker-Planck equation (theory)",506.66493578582
"1909","Fokker-Planck equation (theory)",528.586667667822
"1910","Fokker-Planck equation (theory)",439.777128420076
"1911","Fokker-Planck equation (theory)",519.075145306647
"1912","Fokker-Planck equation (theory)",523.372387851636
"1913","Fokker-Planck equation (theory)",501.13854454766
"1914","Fokker-Planck equation (theory)",479.225220644266
"1915","Fokker-Planck equation (theory)",455.684610363057
"1916","Fokker-Planck equation (theory)",502.678590494487
"1917","Fokker-Planck equation (theory)",460.937498859496
"1918","Fokker-Planck equation (theory)",456.65849567194
"1919","Fokker-Planck equation (theory)",540.395258687317
"1920","Fokker-Planck equation (theory)",488.400907160412
"1921","Fokker-Planck equation (theory)",519.209263181724
"1922","Fokker-Planck equation (theory)",514.134968636197
"1923","Fokker-Planck equation (theory)",567.882007828215
"1924","Fokker-Planck equation (theory)",488.122803598241
"1925","Fokker-Planck equation (theory)",494.21935351466
"1926","Fokker-Planck equation (theory)",485.348859133099
"1927","Fokker-Planck equation (theory)",469.264380373838
"1928","Fokker-Planck equation (theory)",523.596258349182
"1929","Fokker-Planck equation (theory)",501.320393230703
"1930","Fokker-Planck equation (theory)",498.726331548489
"1931","Fokker-Planck equation (theory)",499.966676312885
"1932","Fokker-Planck equation (theory)",494.174340563503
"1933","Fokker-Planck equation (theory)",517.290852670778
"1934","Fokker-Planck equation (theory)",496.944764840245
"1935","Fokker-Planck equation (theory)",534.77236979117
"1936","Fokker-Planck equation (theory)",517.405491836533
"1937","Fokker-Planck equation (theory)",485.039691941184
"1938","Fokker-Planck equation (theory)",508.465115538484
"1939","Fokker-Planck equation (theory)",467.596938995907
"1940","Fokker-Planck equation (theory)",553.106192521553
"1941","Fokker-Planck equation (theory)",526.581002280955
"1942","Fokker-Planck equation (theory)",502.587032192906
"1943","Fokker-Planck equation (theory)",532.554375842966
"1944","Fokker-Planck equation (theory)",521.231710518358
"1945","Fokker-Planck equation (theory)",515.374712285128
"1946","Fokker-Planck equation (theory)",480.611744304728
"1947","Fokker-Planck equation (theory)",441.841098842111
"1948","Fokker-Planck equation (theory)",516.278150777051
"1949","Fokker-Planck equation (theory)",519.842824049595
"1950","Fokker-Planck equation (theory)",491.245762030774
"1951","Fokker-Planck equation (theory)",514.642044406129
"1952","Fokker-Planck equation (theory)",532.294181138037
"1953","Fokker-Planck equation (theory)",497.030644890229
"1954","Fokker-Planck equation (theory)",557.209677156935
"1955","Fokker-Planck equation (theory)",496.681289831611
"1956","Fokker-Planck equation (theory)",480.95624481743
"1957","Fokker-Planck equation (theory)",544.943498667162
"1958","Fokker-Planck equation (theory)",535.20762779205
"1959","Fokker-Planck equation (theory)",515.818909141864
"1960","Fokker-Planck equation (theory)",501.768268022693
"1961","Fokker-Planck equation (theory)",497.91296154777
"1962","Fokker-Planck equation (theory)",449.980840497414
"1963","Fokker-Planck equation (theory)",485.261610624948
"1964","Fokker-Planck equation (theory)",514.846377157818
"1965","Fokker-Planck equation (theory)",491.356592478879
"1966","Fokker-Planck equation (theory)",534.700496832346
"1967","Fokker-Planck equation (theory)",499.420790011948
"1968","Fokker-Planck equation (theory)",492.90292267689
"1969","Fokker-Planck equation (theory)",542.418760884883
"1970","Fokker-Planck equation (theory)",538.615111368328
"1971","Fokker-Planck equation (theory)",486.14036458221
"1972","Fokker-Planck equation (theory)",407.106624400926
"1973","Fokker-Planck equation (theory)",544.173772472568
"1974","Fokker-Planck equation (theory)",482.87703412252
"1975","Fokker-Planck equation (theory)",511.684440390629
"1976","Fokker-Planck equation (theory)",504.532128026048
"1977","Fokker-Planck equation (theory)",453.703778227165
"1978","Fokker-Planck equation (theory)",484.595713121304
"1979","Fokker-Planck equation (theory)",511.406833974886
"1980","Fokker-Planck equation (theory)",516.333005433476
"1981","Fokker-Planck equation (theory)",455.174066594375
"1982","Fokker-Planck equation (theory)",546.252170973554
"1983","Fokker-Planck equation (theory)",474.275152232483
"1984","Fokker-Planck equation (theory)",531.041849046687
"1985","Fokker-Planck equation (theory)",472.49893911266
"1986","Fokker-Planck equation (theory)",542.23851498927
"1987","Fokker-Planck equation (theory)",523.856700056947
"1988","Fokker-Planck equation (theory)",420.28536379589
"1989","Fokker-Planck equation (theory)",531.011316939776
"1990","Fokker-Planck equation (theory)",499.385953420322
"1991","Fokker-Planck equation (theory)",522.502298433317
"1992","Fokker-Planck equation (theory)",492.424305501538
"1993","Fokker-Planck equation (theory)",477.64971236807
"1994","Fokker-Planck equation (theory)",518.624446133007
"1995","Fokker-Planck equation (theory)",448.135491091159
"1996","Fokker-Planck equation (theory)",546.028495991046
"1997","Fokker-Planck equation (theory)",476.221935748298
"1998","Fokker-Planck equation (theory)",497.434857867912
"1999","Fokker-Planck equation (theory)",477.110274877427
"2000","Fokker-Planck equation (theory)",453.44399453871
"2001","Weak Noise Approximation (theory)",473.735357767455
"2002","Weak Noise Approximation (theory)",441.512186472868
"2003","Weak Noise Approximation (theory)",509.060937621654
"2004","Weak Noise Approximation (theory)",489.621404443595
"2005","Weak Noise Approximation (theory)",454.938707655433
"2006","Weak Noise Approximation (theory)",503.668448158959
"2007","Weak Noise Approximation (theory)",495.902571129996
"2008","Weak Noise Approximation (theory)",484.750492243884
"2009","Weak Noise Approximation (theory)",473.791117701209
"2010","Weak Noise Approximation (theory)",518.684699570513
"2011","Weak Noise Approximation (theory)",529.747800045827
"2012","Weak Noise Approximation (theory)",458.03171010166
"2013","Weak Noise Approximation (theory)",521.060417302985
"2014","Weak Noise Approximation (theory)",456.108290085622
"2015","Weak Noise Approximation (theory)",445.681601003848
"2016","Weak Noise Approximation (theory)",522.081893908147
"2017","Weak Noise Approximation (theory)",503.036979106249
"2018","Weak Noise Approximation (theory)",465.080745055981
"2019","Weak Noise Approximation (theory)",528.207060216205
"2020","Weak Noise Approximation (theory)",496.240061049891
"2021","Weak Noise Approximation (theory)",478.919193700848
"2022","Weak Noise Approximation (theory)",497.763651500951
"2023","Weak Noise Approximation (theory)",514.088189331776
"2024","Weak Noise Approximation (theory)",531.173363194845
"2025","Weak Noise Approximation (theory)",534.559685930493
"2026","Weak Noise Approximation (theory)",534.515638628084
"2027","Weak Noise Approximation (theory)",493.144422188576
"2028","Weak Noise Approximation (theory)",487.203999325103
"2029","Weak Noise Approximation (theory)",526.811559702621
"2030","Weak Noise Approximation (theory)",491.792510285028
"2031","Weak Noise Approximation (theory)",461.975647967508
"2032","Weak Noise Approximation (theory)",483.073204809135
"2033","Weak Noise Approximation (theory)",497.331807505545
"2034","Weak Noise Approximation (theory)",491.311210592103
"2035","Weak Noise Approximation (theory)",519.757936052102
"2036","Weak Noise Approximation (theory)",436.258134862088
"2037","Weak Noise Approximation (theory)",440.311693663912
"2038","Weak Noise Approximation (theory)",481.555750977773
"2039","Weak Noise Approximation (theory)",449.281857861831
"2040","Weak Noise Approximation (theory)",480.581527359687
"2041","Weak Noise Approximation (theory)",557.113680571841
"2042","Weak Noise Approximation (theory)",481.693528010991
"2043","Weak Noise Approximation (theory)",490.980471839524
"2044","Weak Noise Approximation (theory)",484.905481503215
"2045","Weak Noise Approximation (theory)",525.774753919116
"2046","Weak Noise Approximation (theory)",521.648348744114
"2047","Weak Noise Approximation (theory)",504.871332528504
"2048","Weak Noise Approximation (theory)",514.95826378144
"2049","Weak Noise Approximation (theory)",494.711207519728
"2050","Weak Noise Approximation (theory)",501.299380901249
"2051","Weak Noise Approximation (theory)",582.984632555293
"2052","Weak Noise Approximation (theory)",497.133942623743
"2053","Weak Noise Approximation (theory)",567.489291987741
"2054","Weak Noise Approximation (theory)",494.272608684695
"2055","Weak Noise Approximation (theory)",537.855609301344
"2056","Weak Noise Approximation (theory)",547.215698300397
"2057","Weak Noise Approximation (theory)",492.072827164825
"2058","Weak Noise Approximation (theory)",456.223836454282
"2059","Weak Noise Approximation (theory)",574.033603049797
"2060","Weak Noise Approximation (theory)",470.590574791562
"2061","Weak Noise Approximation (theory)",525.465912245615
"2062","Weak Noise Approximation (theory)",489.91979264725
"2063","Weak Noise Approximation (theory)",470.696396255352
"2064","Weak Noise Approximation (theory)",428.464148940041
"2065","Weak Noise Approximation (theory)",512.23076861951
"2066","Weak Noise Approximation (theory)",501.865925854713
"2067","Weak Noise Approximation (theory)",474.106131063477
"2068","Weak Noise Approximation (theory)",499.844574324992
"2069","Weak Noise Approximation (theory)",520.102145939046
"2070","Weak Noise Approximation (theory)",489.328979838092
"2071","Weak Noise Approximation (theory)",478.459215924051
"2072","Weak Noise Approximation (theory)",514.057005343346
"2073","Weak Noise Approximation (theory)",475.071744740571
"2074","Weak Noise Approximation (theory)",496.743028728326
"2075","Weak Noise Approximation (theory)",472.451589393523
"2076","Weak Noise Approximation (theory)",503.780165069889
"2077","Weak Noise Approximation (theory)",546.309725971149
"2078","Weak Noise Approximation (theory)",492.536533272015
"2079","Weak Noise Approximation (theory)",530.503199563665
"2080","Weak Noise Approximation (theory)",557.866672777694
"2081","Weak Noise Approximation (theory)",509.842198973823
"2082","Weak Noise Approximation (theory)",503.847703838851
"2083","Weak Noise Approximation (theory)",515.023769321074
"2084","Weak Noise Approximation (theory)",590.980980843365
"2085","Weak Noise Approximation (theory)",492.216392676074
"2086","Weak Noise Approximation (theory)",507.224149011372
"2087","Weak Noise Approximation (theory)",490.067568903908
"2088","Weak Noise Approximation (theory)",444.05385858976
"2089","Weak Noise Approximation (theory)",512.182916500466
"2090","Weak Noise Approximation (theory)",491.603127792747
"2091","Weak Noise Approximation (theory)",454.538393695642
"2092","Weak Noise Approximation (theory)",481.107796921088
"2093","Weak Noise Approximation (theory)",473.853995643731
"2094","Weak Noise Approximation (theory)",450.926202794438
"2095","Weak Noise Approximation (theory)",528.33517452946
"2096","Weak Noise Approximation (theory)",540.634945499247
"2097","Weak Noise Approximation (theory)",470.593133944193
"2098","Weak Noise Approximation (theory)",518.204045112666
"2099","Weak Noise Approximation (theory)",464.935088827176
"2100","Weak Noise Approximation (theory)",515.87843587515
"2101","Weak Noise Approximation (theory)",514.961766364804
"2102","Weak Noise Approximation (theory)",513.864166648934
"2103","Weak Noise Approximation (theory)",525.024567811454
"2104","Weak Noise Approximation (theory)",514.171244196469
"2105","Weak Noise Approximation (theory)",528.69723900923
"2106","Weak Noise Approximation (theory)",493.672107986689
"2107","Weak Noise Approximation (theory)",511.056231156407
"2108","Weak Noise Approximation (theory)",500.63036007364
"2109","Weak Noise Approximation (theory)",520.0076176927
"2110","Weak Noise Approximation (theory)",545.247149632019
"2111","Weak Noise Approximation (theory)",555.479574725796
"2112","Weak Noise Approximation (theory)",457.43655762446
"2113","Weak Noise Approximation (theory)",505.736714099758
"2114","Weak Noise Approximation (theory)",510.537508640642
"2115","Weak Noise Approximation (theory)",511.771226277838
"2116","Weak Noise Approximation (theory)",508.211605485136
"2117","Weak Noise Approximation (theory)",543.032840783699
"2118","Weak Noise Approximation (theory)",540.250768190713
"2119","Weak Noise Approximation (theory)",487.485523234253
"2120","Weak Noise Approximation (theory)",539.332025670441
"2121","Weak Noise Approximation (theory)",491.011677727518
"2122","Weak Noise Approximation (theory)",529.98349281149
"2123","Weak Noise Approximation (theory)",452.240710742644
"2124","Weak Noise Approximation (theory)",479.981048128089
"2125","Weak Noise Approximation (theory)",500.057598611681
"2126","Weak Noise Approximation (theory)",538.93741458837
"2127","Weak Noise Approximation (theory)",467.788800409386
"2128","Weak Noise Approximation (theory)",513.03538200503
"2129","Weak Noise Approximation (theory)",516.931414808721
"2130","Weak Noise Approximation (theory)",525.828332008734
"2131","Weak Noise Approximation (theory)",494.967626979182
"2132","Weak Noise Approximation (theory)",469.099433011207
"2133","Weak Noise Approximation (theory)",483.878007402683
"2134","Weak Noise Approximation (theory)",496.71544822814
"2135","Weak Noise Approximation (theory)",508.215080879819
"2136","Weak Noise Approximation (theory)",567.850596572869
"2137","Weak Noise Approximation (theory)",466.836390354745
"2138","Weak Noise Approximation (theory)",539.853000013115
"2139","Weak Noise Approximation (theory)",464.646819703893
"2140","Weak Noise Approximation (theory)",472.492829901144
"2141","Weak Noise Approximation (theory)",513.092621695579
"2142","Weak Noise Approximation (theory)",490.98616273289
"2143","Weak Noise Approximation (theory)",502.075627577463
"2144","Weak Noise Approximation (theory)",528.950899413634
"2145","Weak Noise Approximation (theory)",477.485629615986
"2146","Weak Noise Approximation (theory)",467.36300435562
"2147","Weak Noise Approximation (theory)",491.467800851452
"2148","Weak Noise Approximation (theory)",486.719965984318
"2149","Weak Noise Approximation (theory)",508.761073688571
"2150","Weak Noise Approximation (theory)",526.818357604564
"2151","Weak Noise Approximation (theory)",521.481054881005
"2152","Weak Noise Approximation (theory)",585.370705763894
"2153","Weak Noise Approximation (theory)",472.402456331968
"2154","Weak Noise Approximation (theory)",543.499382392054
"2155","Weak Noise Approximation (theory)",555.832503466498
"2156","Weak Noise Approximation (theory)",499.274787219129
"2157","Weak Noise Approximation (theory)",493.607659693713
"2158","Weak Noise Approximation (theory)",474.578744687679
"2159","Weak Noise Approximation (theory)",542.002953785492
"2160","Weak Noise Approximation (theory)",516.458624251512
"2161","Weak Noise Approximation (theory)",485.340462626859
"2162","Weak Noise Approximation (theory)",449.458360936727
"2163","Weak Noise Approximation (theory)",452.438984292237
"2164","Weak Noise Approximation (theory)",436.345073880949
"2165","Weak Noise Approximation (theory)",480.198739296778
"2166","Weak Noise Approximation (theory)",458.021535187402
"2167","Weak Noise Approximation (theory)",496.052372962871
"2168","Weak Noise Approximation (theory)",513.284476333612
"2169","Weak Noise Approximation (theory)",514.539750204121
"2170","Weak Noise Approximation (theory)",554.329650677518
"2171","Weak Noise Approximation (theory)",426.395365145018
"2172","Weak Noise Approximation (theory)",509.779191843046
"2173","Weak Noise Approximation (theory)",484.422679146111
"2174","Weak Noise Approximation (theory)",510.846631587309
"2175","Weak Noise Approximation (theory)",478.856693231732
"2176","Weak Noise Approximation (theory)",478.583276569473
"2177","Weak Noise Approximation (theory)",540.446716958118
"2178","Weak Noise Approximation (theory)",469.486558611026
"2179","Weak Noise Approximation (theory)",504.633597193841
"2180","Weak Noise Approximation (theory)",513.45019493242
"2181","Weak Noise Approximation (theory)",483.016079591715
"2182","Weak Noise Approximation (theory)",497.607808314315
"2183","Weak Noise Approximation (theory)",547.015981418885
"2184","Weak Noise Approximation (theory)",484.58801820534
"2185","Weak Noise Approximation (theory)",539.741585699798
"2186","Weak Noise Approximation (theory)",478.950357978822
"2187","Weak Noise Approximation (theory)",500.370873825231
"2188","Weak Noise Approximation (theory)",540.877218314293
"2189","Weak Noise Approximation (theory)",527.545567452479
"2190","Weak Noise Approximation (theory)",496.596658399208
"2191","Weak Noise Approximation (theory)",505.095806738239
"2192","Weak Noise Approximation (theory)",517.577826162531
"2193","Weak Noise Approximation (theory)",465.373271203352
"2194","Weak Noise Approximation (theory)",533.222860419482
"2195","Weak Noise Approximation (theory)",552.328356601648
"2196","Weak Noise Approximation (theory)",492.750585367112
"2197","Weak Noise Approximation (theory)",544.390697759643
"2198","Weak Noise Approximation (theory)",496.787861025455
"2199","Weak Noise Approximation (theory)",477.065630023106
"2200","Weak Noise Approximation (theory)",496.133309612857
"2201","Weak Noise Approximation (theory)",537.347796287062
"2202","Weak Noise Approximation (theory)",473.980680507991
"2203","Weak Noise Approximation (theory)",495.459571985397
"2204","Weak Noise Approximation (theory)",480.514619289583
"2205","Weak Noise Approximation (theory)",486.058446162773
"2206","Weak Noise Approximation (theory)",524.558255852348
"2207","Weak Noise Approximation (theory)",518.708666110848
"2208","Weak Noise Approximation (theory)",536.384428224468
"2209","Weak Noise Approximation (theory)",495.145834363937
"2210","Weak Noise Approximation (theory)",501.344090318759
"2211","Weak Noise Approximation (theory)",496.546962837264
"2212","Weak Noise Approximation (theory)",446.378934844975
"2213","Weak Noise Approximation (theory)",446.86029392756
"2214","Weak Noise Approximation (theory)",506.021500579193
"2215","Weak Noise Approximation (theory)",535.764653577329
"2216","Weak Noise Approximation (theory)",536.286119337002
"2217","Weak Noise Approximation (theory)",485.914056528684
"2218","Weak Noise Approximation (theory)",462.79782849228
"2219","Weak Noise Approximation (theory)",439.663820986954
"2220","Weak Noise Approximation (theory)",521.99534187557
"2221","Weak Noise Approximation (theory)",460.547843922759
"2222","Weak Noise Approximation (theory)",550.258226837297
"2223","Weak Noise Approximation (theory)",486.203402642038
"2224","Weak Noise Approximation (theory)",580.968451692941
"2225","Weak Noise Approximation (theory)",511.899029794096
"2226","Weak Noise Approximation (theory)",512.77046774207
"2227","Weak Noise Approximation (theory)",493.366940931186
"2228","Weak Noise Approximation (theory)",513.558198763078
"2229","Weak Noise Approximation (theory)",499.50219115385
"2230","Weak Noise Approximation (theory)",461.884587225166
"2231","Weak Noise Approximation (theory)",554.045320965181
"2232","Weak Noise Approximation (theory)",425.169494271678
"2233","Weak Noise Approximation (theory)",504.584709439593
"2234","Weak Noise Approximation (theory)",495.564672681497
"2235","Weak Noise Approximation (theory)",529.639267687486
"2236","Weak Noise Approximation (theory)",491.12467935255
"2237","Weak Noise Approximation (theory)",530.562208634276
"2238","Weak Noise Approximation (theory)",466.344779409337
"2239","Weak Noise Approximation (theory)",515.317902368293
"2240","Weak Noise Approximation (theory)",467.21440179832
"2241","Weak Noise Approximation (theory)",437.511767477722
"2242","Weak Noise Approximation (theory)",471.151159220803
"2243","Weak Noise Approximation (theory)",501.985492776128
"2244","Weak Noise Approximation (theory)",511.988970271904
"2245","Weak Noise Approximation (theory)",495.74398867615
"2246","Weak Noise Approximation (theory)",497.062121344536
"2247","Weak Noise Approximation (theory)",452.15929861744
"2248","Weak Noise Approximation (theory)",515.123200812299
"2249","Weak Noise Approximation (theory)",494.158230555536
"2250","Weak Noise Approximation (theory)",484.406481122514
"2251","Weak Noise Approximation (theory)",476.708137666774
"2252","Weak Noise Approximation (theory)",538.677123631544
"2253","Weak Noise Approximation (theory)",488.160076322213
"2254","Weak Noise Approximation (theory)",505.637476756241
"2255","Weak Noise Approximation (theory)",488.352070602511
"2256","Weak Noise Approximation (theory)",495.575664666438
"2257","Weak Noise Approximation (theory)",441.083027395596
"2258","Weak Noise Approximation (theory)",570.554363364441
"2259","Weak Noise Approximation (theory)",512.014800779928
"2260","Weak Noise Approximation (theory)",540.93041786951
"2261","Weak Noise Approximation (theory)",450.658253495929
"2262","Weak Noise Approximation (theory)",506.767625380183
"2263","Weak Noise Approximation (theory)",522.544556590876
"2264","Weak Noise Approximation (theory)",495.633914359505
"2265","Weak Noise Approximation (theory)",497.764458490739
"2266","Weak Noise Approximation (theory)",545.510356936398
"2267","Weak Noise Approximation (theory)",528.707411521823
"2268","Weak Noise Approximation (theory)",498.320882994902
"2269","Weak Noise Approximation (theory)",542.467211327812
"2270","Weak Noise Approximation (theory)",477.673975559788
"2271","Weak Noise Approximation (theory)",483.60517530622
"2272","Weak Noise Approximation (theory)",495.098613088823
"2273","Weak Noise Approximation (theory)",517.185939076124
"2274","Weak Noise Approximation (theory)",448.297466543692
"2275","Weak Noise Approximation (theory)",487.950607948214
"2276","Weak Noise Approximation (theory)",534.713630472652
"2277","Weak Noise Approximation (theory)",479.246706502619
"2278","Weak Noise Approximation (theory)",581.907256244834
"2279","Weak Noise Approximation (theory)",497.37236192256
"2280","Weak Noise Approximation (theory)",469.621790410677
"2281","Weak Noise Approximation (theory)",531.851804967916
"2282","Weak Noise Approximation (theory)",473.352023597999
"2283","Weak Noise Approximation (theory)",537.843274853257
"2284","Weak Noise Approximation (theory)",459.724126513296
"2285","Weak Noise Approximation (theory)",453.367769173567
"2286","Weak Noise Approximation (theory)",505.819249831246
"2287","Weak Noise Approximation (theory)",519.086692545663
"2288","Weak Noise Approximation (theory)",497.258731281435
"2289","Weak Noise Approximation (theory)",500.908932524514
"2290","Weak Noise Approximation (theory)",429.060974177734
"2291","Weak Noise Approximation (theory)",549.120639443314
"2292","Weak Noise Approximation (theory)",471.901294804128
"2293","Weak Noise Approximation (theory)",447.280633273123
"2294","Weak Noise Approximation (theory)",517.138670854752
"2295","Weak Noise Approximation (theory)",468.492863919834
"2296","Weak Noise Approximation (theory)",469.462094247814
"2297","Weak Noise Approximation (theory)",487.321773716271
"2298","Weak Noise Approximation (theory)",472.191007224832
"2299","Weak Noise Approximation (theory)",505.542539016066
"2300","Weak Noise Approximation (theory)",509.168808085808
"2301","Weak Noise Approximation (theory)",545.084851614726
"2302","Weak Noise Approximation (theory)",449.08278623877
"2303","Weak Noise Approximation (theory)",458.64315917189
"2304","Weak Noise Approximation (theory)",520.645752921337
"2305","Weak Noise Approximation (theory)",508.255555929667
"2306","Weak Noise Approximation (theory)",474.874799125482
"2307","Weak Noise Approximation (theory)",445.192134572073
"2308","Weak Noise Approximation (theory)",490.220352644435
"2309","Weak Noise Approximation (theory)",526.883710239374
"2310","Weak Noise Approximation (theory)",494.332178352419
"2311","Weak Noise Approximation (theory)",581.684985511087
"2312","Weak Noise Approximation (theory)",478.107858202667
